source target	status
DSP CRABP1	non_indicated
DSP CRABP2	non_indicated
DSP AOX1	non_indicated
DSP PRDM6	non_indicated
DSP SLC6A20	non_indicated
CACNB2 ABHD7	non_indicated
Contig9229 ROS1	non_indicated
ACOT7 FAM78B	non_indicated
ACOT7 SLC1A6	non_indicated
ACOT7 GABBR2	non_indicated
ACOT7 SYNGR3	non_indicated
ACOT7 RPS5	non_indicated
CTXN1 ODZ3	non_indicated
CTXN1 C1orf95	non_indicated
CTXN1 KIF12	non_indicated
CTXN1 NM_207451	non_indicated
Contig46232 C8orf5	non_indicated
Contig46232 AF131777	non_indicated
ARMET NGFB	non_indicated
ARMET XBP1	non_indicated
Contig48506_RC hCT2259022	non_indicated
CYP2B7P1 HSS00095420	non_indicated
CYP2B7P1 AK094793	non_indicated
CYP2B7P1 CYP2B6	non_indicated
CST4 ALDOC	non_indicated
CST4 AL050068	non_indicated
CST4 SFXN5	non_indicated
P4HA1 VEGF	non_indicated
P4HA1 NDRG4	non_indicated
AKR1C2 AKR1C1	non_indicated
Contig29226_RC Contig35424_RC	non_indicated
Contig29226_RC Contig25356_RC	non_indicated
Contig29226_RC ATP10B	non_indicated
Contig29226_RC Y12019	non_indicated
Contig47178_RC GABRQ	non_indicated
CD47 SATL1	non_indicated
CLIC4 TMEM38B	non_indicated
CLIC4 RRBP1	non_indicated
CLIC4 Contig49405_RC	non_indicated
CLIC4 RP11-217H1.1	non_indicated
CLIC4 IQGAP1	non_indicated
CLIC4 LRIG3	non_indicated
CLIC4 ELF1	non_indicated
CLIC4 LBR	non_indicated
SLC25A13 DUSP10	non_indicated
PSEN1 SLC44A1	non_indicated
PSEN1 C1orf75	non_indicated
ANGPTL1 C13orf26	non_indicated
NP BCL2A1	non_indicated
Contig24252_RC SLC27A6	non_indicated
Contig24252_RC DOCK5	non_indicated
WAS AK094924	non_indicated
Contig41774_RC INADL	non_indicated
SCARA5 C2orf40	non_indicated
SCARA5 NOV	non_indicated
SERPING1 JAG1	non_indicated
IGFBP4 RCN1	non_indicated
IGFBP4 VDR	non_indicated
DNAJB4 PDIA6	non_indicated
DNAJB4 TMEM50B	non_indicated
DNAJB4 SMARCA1	non_indicated
DNAJB4 C3orf35	non_indicated
DNAJB4 hCT1643811.3	non_indicated
GABRG2 NLK	non_indicated
GABRG2 SNAP91	non_indicated
GABRG2 RSE_00000578530	non_indicated
AB007863 AK097500	non_indicated
CTSC CPVL	non_indicated
EMX2OS CPT1A	non_indicated
EMX2OS NM_015328	non_indicated
EMX2OS MT3	non_indicated
SASH1 TRPS1	non_indicated
SASH1 PLEKHG1	non_indicated
SASH1 PPARA	non_indicated
Contig43096_RC RIT2	non_indicated
AOC2 SPAG5	non_indicated
AOC2 AL832615	non_indicated
AOC2 HSS00128982	non_indicated
AOC2 HSS00168730	non_indicated
SERPINB5 GRHL2	non_indicated
SERPINB5 hCT1813804.2	non_indicated
GUCY1B3 C1orf128	non_indicated
GUCY1B3 C3orf14	non_indicated
GUCY1B3 PAK3	non_indicated
GUCY1B3 PRNP	non_indicated
GUCY1B3 SYT1	non_indicated
GUCY1B3 BRMS1L	non_indicated
GUCY1B3 SLC6A15	non_indicated
GUCY1B3 SLC4A10	non_indicated
ENC1 COL5A2	non_indicated
ENC1 DGKE	non_indicated
ENC1 FAM19A1	non_indicated
ENC1 JUP	non_indicated
ENC1 ST6GALNAC5	non_indicated
Contig57081_RC HTRA1	non_indicated
Contig57081_RC Contig33448_RC	non_indicated
Contig57081_RC Contig55048_RC	non_indicated
PLA2G2A SAA1	non_indicated
PLA2G2A GPR128	non_indicated
PLA2G2A NM_172004	non_indicated
PLA2G2A HSS00048681	non_indicated
PLA2G2A HSS00124117	non_indicated
EMILIN1 HIC1	non_indicated
Contig51252 AL080082	non_indicated
Contig51252 AK021746	non_indicated
Contig51252 ENST00000298636	non_indicated
Contig51252 ACSS1	non_indicated
Contig51252 AK090921	non_indicated
KIAA1199 CLEC10A	non_indicated
KIAA1199 MAB21L1	non_indicated
KIAA1199 TWIST1	non_indicated
Contig35866_RC NM_032762	non_indicated
Contig35866_RC ANKRD58	non_indicated
UGT8 ANLN	non_indicated
UGT8 HOXD1	non_indicated
UGT8 LIPA	non_indicated
RNF130 JAM3	non_indicated
SEMA3E TLE4	non_indicated
SEMA3E TNIP3	non_indicated
SEMA3E HS3ST4	non_indicated
SEMA3E NPFFR2	non_indicated
STAG2 Contig26627_RC	non_indicated
STAG2 PRPF40A	non_indicated
STAG2 Contig15190_RC	non_indicated
STAG2 PHIP	non_indicated
STAG2 SMAD5	non_indicated
STAG2 FPGT	non_indicated
STAG2 BARD1	non_indicated
STAG2 PKN2	non_indicated
CD180 HSS00273723	non_indicated
SEPP1 ABCA8	non_indicated
Contig42430_RC ZNF702	non_indicated
LYN APOC1	non_indicated
LYN AL833543	non_indicated
Contig375_RC AGC1	non_indicated
Contig375_RC C1orf172	non_indicated
RREB1 GLI2	non_indicated
PPAP2B APCDD1	non_indicated
AF052115 BE549953_RC	non_indicated
AB037815 LDB3	non_indicated
AB037815 CNTN2	non_indicated
AB037815 PLEKHH1	non_indicated
AB037815 BTBD16	non_indicated
AB037815 GLDN	non_indicated
AB037815 MOG	non_indicated
AB037815 TRPM6	non_indicated
AB037815 AF086394	non_indicated
AB037815 AK096685	non_indicated
Contig48542_RC C1GALT1	non_indicated
CSPG4 TIMP4	non_indicated
BMP5 NM_018242	non_indicated
FBXW7 HTR2A	non_indicated
FBXW7 PCDH11Y	non_indicated
FBXW7 C3orf57	non_indicated
FBXW7 AK091686	non_indicated
RPS6KA1 AK025325	non_indicated
SECTM1 IL1R1	non_indicated
SECTM1 STC1	non_indicated
SECTM1 ENST00000276514	non_indicated
Contig37142_RC Contig54915_RC	non_indicated
Contig37142_RC SEMA6D	non_indicated
CEBPD GADD45B	non_indicated
CEBPD PRG1	non_indicated
CEBPD CLDN5	non_indicated
CEBPD APOLD1	non_indicated
CEBPD RGS1	non_indicated
CEBPD NFKBIA	non_indicated
CEBPD CEBPB	non_indicated
CEBPD SLCO4A1	non_indicated
CEBPD CSDA	non_indicated
TTYH1 NDRG2	non_indicated
BDNF NEUROD6	non_indicated
ELAVL1 NBR2	non_indicated
MYT1L Contig26141_RC	non_indicated
MYT1L Contig45345_RC	non_indicated
MYT1L LDB2	non_indicated
ARG2 FAM62C	non_indicated
EDNRB NM_014817	non_indicated
EDNRB CSPG3	non_indicated
EDNRB AK095779	non_indicated
KCNJ6 Contig11666_RC	non_indicated
KCNJ6 Contig42306_RC	non_indicated
KCNJ6 RNF150	non_indicated
KCNJ6 XM_117397	non_indicated
OLFM1 FBXL16	non_indicated
OLFM1 CAMK2N1	non_indicated
CCNG1 ATF1	non_indicated
CCNG1 ZNF761	non_indicated
CNN2 ROR1	non_indicated
Contig65300_RC C10orf39	non_indicated
Contig65300_RC P2RX7	non_indicated
LTBR GPR85	non_indicated
CYBB PILRA	non_indicated
CYBB CD33	non_indicated
CYBB CTSS	non_indicated
CYBB P2RY5	non_indicated
CYBB RCSD1	non_indicated
CYBB C5orf29	non_indicated
DOK3 HAPLN3	non_indicated
DOK3 TUSC5	non_indicated
DOK3 AK055445	non_indicated
Contig58239_RC SLC2A1	non_indicated
Contig58239_RC BAIAP2L1	non_indicated
Contig58239_RC TBX3	non_indicated
GJA12 C9orf77	non_indicated
GJA12 PCSK6	non_indicated
GJA12 PAQR4	non_indicated
GJA12 GALNT6	non_indicated
ODZ2 LMO4	non_indicated
ODZ2 Contig39193_RC	non_indicated
ODZ2 PPL	non_indicated
TTC15 NM_014887	non_indicated
TTC15 HSS00303263	non_indicated
DLG4 GH2	non_indicated
SMARCA1 DRD4	non_indicated
Contig38899_RC ENST00000297884	non_indicated
Contig38899_RC XM_062520	non_indicated
Contig38899_RC XM_119943	non_indicated
Contig38899_RC HSS00183329	non_indicated
Contig38899_RC PIP5K1A	non_indicated
PSPH PSPHL	non_indicated
LGALS8 TDO2	non_indicated
Contig47865 SNAI2	non_indicated
TCL1B Contig28383_RC	non_indicated
TCL1B hCT1646638.2	non_indicated
STXBP1 Z70769	non_indicated
HOOK1 Contig8977_RC	non_indicated
HOOK1 hCT2322506	non_indicated
Contig14068_RC SMAD1	non_indicated
TULP3 Contig42711_RC	non_indicated
TULP3 WISP2	non_indicated
TULP3 MCM10	non_indicated
SERPINA5 SERPINA3	non_indicated
SERPINA5 Contig6273_RC	non_indicated
SERPINA5 CR1	non_indicated
SERPINA5 Contig42661_RC	non_indicated
SERPINA5 PI15	non_indicated
SERPINA5 KIF14	non_indicated
SERPINA5 HSS00223815	non_indicated
SERPINA5 HSS00046440	non_indicated
SERPINA5 AK024534	non_indicated
SERPINA5 HSS00085876	non_indicated
SERPINA5 XM_173140	non_indicated
AL157448 NFAT5	non_indicated
AL157448 HSS00123916	non_indicated
AL157448 AK024918	non_indicated
AL157448 AK056840	non_indicated
ATAD2 hCT2322506	non_indicated
UBE2T Contig14658_RC	non_indicated
UBE2T MCM4	non_indicated
FSD1L HPS1	non_indicated
FSD1L SNX16	non_indicated
BAG2 Contig36744_RC	non_indicated
BAG2 EPHA7	non_indicated
BAG2 hCT1640857.2	non_indicated
BAG2 BC026277	non_indicated
CKS2 HSS00058900	non_indicated
RTN1 MAP1B	non_indicated
RTN1 LMLN	non_indicated
NM_006082 hCT10874.3	non_indicated
CXCL9 Y11324	non_indicated
FOXD1 ANPEP	non_indicated
FOXD1 AMICA1	non_indicated
C9orf94 Contig55497_RC	non_indicated
C9orf94 CYP26B1	non_indicated
GRAMD1C STK17B	non_indicated
GRAMD1C C6orf192	non_indicated
GRAMD1C ATP13A5	non_indicated
KIT SV2C	non_indicated
KIT CXCL14	non_indicated
GNG3 CRYM	non_indicated
GNG3 RBM9	non_indicated
GNG3 STAR	non_indicated
GNG3 CCK	non_indicated
GNG3 NRSN1	non_indicated
GNG3 PARK2	non_indicated
GNG3 PRMT8	non_indicated
GNG3 ATCAY	non_indicated
GNG3 U79277	non_indicated
GNG3 HAR1A	non_indicated
SLCO2B1 LY75	non_indicated
TMEFF2 AK7	non_indicated
CNN3 ITGA6	non_indicated
CNN3 ZC3HAV1	non_indicated
PITPNB USP12	non_indicated
PITPNB CDK5R1	non_indicated
PITPNB SIAE	non_indicated
PITPNB XM_171512	non_indicated
Contig15190_RC Contig44455_RC	non_indicated
RP11-130N24.1 hCT2255040	non_indicated
NM_006477 RTN4R	non_indicated
ADAM15 AF052109	non_indicated
NDUFA5 BLOC1S2	non_indicated
PCDH19 FREM3	non_indicated
CLEC2B PLA2G4A	non_indicated
CLEC2B TM4SF1	non_indicated
MRC2 CCND1	non_indicated
SULT4A1 AK055386	non_indicated
SLC7A2 JAM2	non_indicated
SLC7A2 TGFBR3	non_indicated
SLC7A2 DSC2	non_indicated
SLC7A2 CXCR7	non_indicated
SLC7A2 FSTL1	non_indicated
Contig20302_RC Contig33762_RC	non_indicated
Contig20302_RC AF147300	non_indicated
Contig20302_RC AK022117	non_indicated
Contig20302_RC HSS00032809	non_indicated
CORO2A IGFBPL1	non_indicated
CORO2A HSS00303261	non_indicated
Contig51690_RC RORB	non_indicated
Contig51690_RC AL080072	non_indicated
Contig51690_RC MET	non_indicated
SMARCA3 MDH1B	non_indicated
SMARCA3 CHMP2B	non_indicated
SMARCA3 C1orf67	non_indicated
SMARCA3 SNORD45B	non_indicated
FAM107A MT3	non_indicated
GSN CREB3L2	non_indicated
GSN NM_033309	non_indicated
GSN MYLK	non_indicated
Contig44729_RC FAM46A	non_indicated
Contig44729_RC LRRC54	non_indicated
Contig44729_RC SLPI	non_indicated
Contig44729_RC PKP2	non_indicated
Contig44729_RC SLC6A20	non_indicated
Contig44729_RC SLC26A7	non_indicated
Contig44729_RC CLIC6	non_indicated
Contig44729_RC FAM20A	non_indicated
Contig44729_RC CYP3A5	non_indicated
GJB6 LRRC16	non_indicated
GJB6 HPR	non_indicated
GJB6 SLC6A11	non_indicated
GJB6 CABLES1	non_indicated
GJB6 RNF182	non_indicated
GJB6 EDG7	non_indicated
TPST1 GADD45A	non_indicated
ADFP HIST1H1C	non_indicated
ADFP AK054741	non_indicated
ADFP MYD88	non_indicated
ADFP hCT1832239.2	non_indicated
ADFP HSS00144494	non_indicated
ADFP TNFRSF1A	non_indicated
C6orf154 hCT1970529	non_indicated
Contig44568_RC DKK2	non_indicated
Contig44568_RC SORBS2	non_indicated
NCKAP1L ITGB2	non_indicated
NCKAP1L CD74	non_indicated
NCKAP1L KCNQ1	non_indicated
NCKAP1L IKZF1	non_indicated
NCKAP1L AIF1	non_indicated
NCKAP1L PTAFR	non_indicated
NCKAP1L DEF6	non_indicated
NCKAP1L APBB1IP	non_indicated
VEZF1 SALL1	non_indicated
VEZF1 MID1IP1	non_indicated
VEZF1 Contig42531_RC	non_indicated
ALAS2 CA1	non_indicated
ALAS2 HBD	non_indicated
DYNC1I1 Contig49369_RC	non_indicated
DYNC1I1 Contig43096_RC	non_indicated
DYNC1I1 LGALS8	non_indicated
DYNC1I1 GPRASP1	non_indicated
DYNC1I1 ROBO2	non_indicated
ST3GAL5 HSS00128722	non_indicated
ST3GAL5 ACP1	non_indicated
RIT2 FABP6	non_indicated
C4orf12 C14orf128	non_indicated
C4orf12 IL20RA	non_indicated
ZBTB41 Contig36794_RC	non_indicated
TMED2 ARF6	non_indicated
TMED2 PTPLAD1	non_indicated
TMED2 CSNK1A1	non_indicated
TMED2 U82319	non_indicated
TMED2 VPS4B	non_indicated
TMED2 DPP8	non_indicated
TMED2 ENST00000301688	non_indicated
TMED2 STT3B	non_indicated
TMED2 MIB1	non_indicated
TMED2 hCT1641284.2	non_indicated
TMED2 XM_116156	non_indicated
PHIP Contig41850_RC	non_indicated
PHIP ELK4	non_indicated
Contig34732_RC AL390214	non_indicated
CD55 ELL2	non_indicated
ATP8A2 SPA17	non_indicated
ATP8A2 AK055142	non_indicated
Contig30833_RC Contig10437_RC	non_indicated
AOX1 Contig47865	non_indicated
FRMD4B LIPA	non_indicated
FRMD4B PLD1	non_indicated
Contig32137_RC NM_017888	non_indicated
MLLT7 Contig6064_RC	non_indicated
KLRC2 KLRC3	non_indicated
THBD FOSL2	non_indicated
NAP1L3 Contig44271_RC	non_indicated
NAP1L3 TSPAN13	non_indicated
Contig16181_RC TRPM3	non_indicated
ASB2 TMIE	non_indicated
SLC7A10 DIO2	non_indicated
SLC7A10 PLA2G5	non_indicated
SLC7A10 Contig36421_RC	non_indicated
SLC7A10 WIF1	non_indicated
SLC7A10 SLC13A5	non_indicated
SLC7A10 HPSE2	non_indicated
SLC7A10 TRIB1	non_indicated
SLC7A10 HES5	non_indicated
SLC7A10 COL5A3	non_indicated
ATP6V0B CCDC105	non_indicated
AL133109 FHL2	non_indicated
AL133109 Contig47405_RC	non_indicated
AL133109 Contig52681_RC	non_indicated
AL133109 OCA2	non_indicated
AL133109 C8orf78	non_indicated
SCG5 BLVRA	non_indicated
SCG5 EPDR1	non_indicated
PRDM6 CPXM2	non_indicated
PRDM6 Contig42328_RC	non_indicated
PRDM6 AK001099	non_indicated
PRDM6 Contig30994_RC	non_indicated
PRDM6 OLFML2A	non_indicated
PRDM6 ITGA9	non_indicated
C20orf38 AK001099	non_indicated
C20orf38 SFRP2	non_indicated
C20orf38 HSS00082776	non_indicated
MTMR4 ALDH1B1	non_indicated
MTMR4 PITPNB	non_indicated
MTMR4 RSAD2	non_indicated
SLC1A3 Contig43791_RC	non_indicated
SLC1A3 EDG1	non_indicated
SLC1A3 INHBB	non_indicated
SLC1A3 ELOVL2	non_indicated
SLC1A3 ADORA2B	non_indicated
SLC1A3 GRAMD1C	non_indicated
SLC1A3 GJA1	non_indicated
SLC1A3 EMX2	non_indicated
SLC1A3 METTL7A	non_indicated
SLC1A3 SLC39A12	non_indicated
PRRG1 SEPP1	non_indicated
PRRG1 CFL2	non_indicated
PRRG1 PHCA	non_indicated
MIA CYP39A1	non_indicated
MIA HSD11B2	non_indicated
MIA AK096780	non_indicated
LDB2 PTPN3	non_indicated
LDB2 PLK2	non_indicated
LDB2 OLFM3	non_indicated
AL109705 Contig65459_RC	non_indicated
AL109705 FDFT1	non_indicated
AL109705 Contig37803_RC	non_indicated
AL109705 AK021853	non_indicated
AL109705 AL162044	non_indicated
Contig32183_RC MYO5B	non_indicated
MKNK2 Contig35292_RC	non_indicated
SLC5A3 GSTZ1	non_indicated
PTAFR ITGB2	non_indicated
PTAFR TAGAP	non_indicated
PTAFR KCNE3	non_indicated
PTAFR HSS00212515	non_indicated
RAB25 C9orf73	non_indicated
KIAA1430 hCT1970569	non_indicated
PSMB9 PARP14	non_indicated
PSMB9 TAP1	non_indicated
RAPGEF5 ANKRD38	non_indicated
BASP1 NPTX1	non_indicated
BASP1 STXBP1	non_indicated
BASP1 NM_006082	non_indicated
Contig14461_RC PHACTR1	non_indicated
Contig14461_RC HSS00174130	non_indicated
GPR153 ZNF469	non_indicated
GPR153 TCERG1L	non_indicated
YAP1 DSG3	non_indicated
DBI THOC3	non_indicated
DBI hCT23399.2	non_indicated
KIF3C C20orf112	non_indicated
KIF3C NT5DC3	non_indicated
ANK3 HECW2	non_indicated
ANK3 AL109696	non_indicated
ANK3 NIT2	non_indicated
ANK3 HBS1L	non_indicated
ANK3 RNASEH2B	non_indicated
ANK3 LINS1	non_indicated
ANK3 RBBP5	non_indicated
ANK3 AK090760	non_indicated
ANK3 HSS00292356	non_indicated
DRD4 MSH4	non_indicated
DRD4 HSS00001365	non_indicated
DRD4 BC007626	non_indicated
PLA1A C1orf90	non_indicated
PLA1A IL3RA	non_indicated
PLA1A EVA1	non_indicated
PLA1A PCK1	non_indicated
PLA1A hCT2286560	non_indicated
TCIRG1 C2	non_indicated
STX1A SYNGR3	non_indicated
STX1A CTXN1	non_indicated
STX1A MOBK1B	non_indicated
STX1A NKD2	non_indicated
STX1A TTC9B	non_indicated
STX1A NXPH3	non_indicated
HPN TSGA10	non_indicated
SLC35D3 NM_145018	non_indicated
GPRC5B C5orf4	non_indicated
GPRC5B PHLPP	non_indicated
GPRC5B MTMR10	non_indicated
GPRC5B FAM123A	non_indicated
GPRC5B PMP22	non_indicated
GPRC5B PADI2	non_indicated
GPRC5B FGFR2	non_indicated
Contig45185_RC AL049449	non_indicated
Contig45185_RC TLE4	non_indicated
Contig45185_RC AYTL1	non_indicated
Contig45185_RC FMNL2	non_indicated
Contig45185_RC KCNJ2	non_indicated
Contig45185_RC IFIT2	non_indicated
Contig45185_RC STXBP3	non_indicated
Contig45185_RC OMA1	non_indicated
B3GALT2 GUCA1C	non_indicated
B3GALT2 RXFP1	non_indicated
B3GALT2 KCNK2	non_indicated
B3GALT2 DIRAS2	non_indicated
B3GALT2 hCT1816274.1	non_indicated
SV2B AB023201	non_indicated
SV2B ATP6V1B2	non_indicated
SV2B REPS2	non_indicated
SV2B ZFPM2	non_indicated
SV2B ARHGAP20	non_indicated
SV2B SERPINF1	non_indicated
SV2B CD47	non_indicated
SV2B C1orf173	non_indicated
SV2B NELL1	non_indicated
SV2B AK026384	non_indicated
TMEM176B GLIS3	non_indicated
TMEM176B TMEM176A	non_indicated
NINJ2 SOX2OT	non_indicated
NINJ2 CYB5R2	non_indicated
NINJ2 C20orf169	non_indicated
NINJ2 TMEM10	non_indicated
NINJ2 BC035119	non_indicated
TSPAN5 CLCN4	non_indicated
C1R CARD15	non_indicated
NELL1 GPR158	non_indicated
NELL1 PAFAH1B1	non_indicated
Contig36931_RC TMTC2	non_indicated
SPG3A MFSD4	non_indicated
LOXL2 DEPDC1B	non_indicated
LOXL2 PLK1	non_indicated
OLFML3 IGSF10	non_indicated
AK000877 NUP50	non_indicated
FLRT2 AK021730	non_indicated
FLRT2 RARB	non_indicated
FLRT2 DLGAP2	non_indicated
FLRT2 ZNF184	non_indicated
SMTNL2 OR2A20P	non_indicated
GJA1 PRDX6	non_indicated
GJA1 CDC14A	non_indicated
GJA1 MCC	non_indicated
GJA1 AK024525	non_indicated
GJA1 TMEM133	non_indicated
GJA1 SDC2	non_indicated
GJA1 RANBP3L	non_indicated
GJA1 TMEM47	non_indicated
GJA1 GABRG1	non_indicated
GJA1 hCT28758.2	non_indicated
Contig24453_RC RNF141	non_indicated
Contig24453_RC AF119847	non_indicated
Contig24453_RC TBC1D8B	non_indicated
OMG NM_018664	non_indicated
OMG TCBA1	non_indicated
RYR3 NM_152722	non_indicated
RYR3 SULT1C2	non_indicated
CTSS ARHGAP15	non_indicated
ANXA6 RAB6B	non_indicated
ANXA6 ENSA	non_indicated
VPS4B ENST00000294694	non_indicated
AK000957 CTXN3	non_indicated
AK000957 KITLG	non_indicated
AK000957 Contig30032_RC	non_indicated
ETNK1 AZIN1	non_indicated
ETNK1 BTBD1	non_indicated
ETNK1 TMTC3	non_indicated
ETNK1 EXOC5	non_indicated
ETNK1 hCT2270530	non_indicated
DOCK8 BIN2	non_indicated
MOBK1B HSS00264849	non_indicated
HLA-DMA Contig21200_RC	non_indicated
HLA-DMA EVI2B	non_indicated
HRASLS C21orf99	non_indicated
HRASLS ADD2	non_indicated
ANKRD28 BC041363	non_indicated
CCL5 CD3D	non_indicated
CCL5 GZMK	non_indicated
CCL5 IL7R	non_indicated
CCL5 KLRB1	non_indicated
CCL5 IL2RB	non_indicated
Contig8806_RC Contig16983_RC	non_indicated
Contig8806_RC BC039490	non_indicated
Contig8806_RC HSS00183458	non_indicated
Contig8806_RC XM_210415	non_indicated
Contig8806_RC HSS00056336	non_indicated
Contig8806_RC HSS00060659	non_indicated
Contig8806_RC HSS00023058	non_indicated
Contig8806_RC HSS00053543	non_indicated
Contig40026_RC NPY1R	non_indicated
Contig40026_RC AF038190	non_indicated
Contig40026_RC TNFSF13B	non_indicated
Contig40026_RC Contig41774_RC	non_indicated
Contig40026_RC KIAA0408	non_indicated
Contig40026_RC AK027667	non_indicated
CNNM3 KCNQ1OT1	non_indicated
CNNM3 BC041650	non_indicated
MERTK HP	non_indicated
ACADSB Contig38566_RC	non_indicated
ACADSB HSS00137371	non_indicated
ACADSB AK026119	non_indicated
SNAP91 PIK3CB	non_indicated
MDK ECHDC3	non_indicated
LIPE Contig43846_RC	non_indicated
LIPE KLK11	non_indicated
LIPE HAPLN2	non_indicated
DARC MXD1	non_indicated
SERPINA2 hCT1653655.3	non_indicated
SERPINA2 AK097854	non_indicated
SERPINA2 AA079026	non_indicated
FEZ1 SIRT2	non_indicated
FEZ1 CNTNAP4	non_indicated
Contig41698_RC Contig45889_RC	non_indicated
Contig41698_RC SERTAD4	non_indicated
Contig31587_RC AK022914	non_indicated
Contig10434_RC BC011766	non_indicated
SLC22A6 SLC22A8	non_indicated
SLC22A6 F10	non_indicated
SLC22A6 Contig39710_RC	non_indicated
RUFY3 PTPRD	non_indicated
PITPNM1 CLSTN3	non_indicated
PITPNM1 TNRC4	non_indicated
CAMTA1 IMPA2	non_indicated
CAMTA1 ACSBG1	non_indicated
CAMTA1 FKBP10	non_indicated
CAMTA1 BC034319	non_indicated
CAMTA1 MAPKAPK3	non_indicated
CAMTA1 SLC9A3R1	non_indicated
CIITA CEP55	non_indicated
KCNQ1OT1 KCNQ1OT1	non_indicated
KCNQ1OT1 Contig45799	non_indicated
KCNQ1OT1 RP11-506K6.3	non_indicated
KCNQ1OT1 BC033548	non_indicated
KIAA1618 C17orf27	non_indicated
SNHG5 SNORD54	non_indicated
BCL3 S100A9	non_indicated
BCL3 SERTAD1	non_indicated
BCL3 NFKBIZ	non_indicated
AF131815 SLC25A13	non_indicated
AF131815 DMRT2	non_indicated
AF131815 GPR62	non_indicated
AF131815 NM_024841	non_indicated
Contig12216_RC POU5F1P1	non_indicated
SIM2 CYP3A7	non_indicated
COL6A3 CYP1B1	non_indicated
COL6A3 PCOLCE	non_indicated
COL6A3 CPZ	non_indicated
COL6A3 FMOD	non_indicated
COL6A3 DSP	non_indicated
COL6A3 PDZK1	non_indicated
COL6A3 COL1A2	non_indicated
COL6A3 ACADL	non_indicated
GLRA2 NM_017933	non_indicated
GLRA2 GRIN3A	non_indicated
COL1A2 Contig41804_RC	non_indicated
COL1A2 COL3A1	non_indicated
COL1A2 SIX1	non_indicated
COL1A2 ECM2	non_indicated
COL1A2 VCAM1	non_indicated
COL1A2 KLF5	non_indicated
COL1A2 Contig28712_RC	non_indicated
COL1A2 CPZ	non_indicated
COL1A2 COL1A1	non_indicated
C9orf165 TMC2	non_indicated
Contig37024_RC SLC6A11	non_indicated
ST7OT1 CCT6B	non_indicated
ST7OT1 Contig43513_RC	non_indicated
ST7OT1 ENST00000298888	non_indicated
ST7OT1 AK096857	non_indicated
Contig55497_RC POSTN	non_indicated
Contig55497_RC SULF1	non_indicated
Contig39100_RC SLC45A2	non_indicated
CCL4 CCL3L3	non_indicated
Contig44111_RC PHKA1	non_indicated
PSD3 ACVR1C	non_indicated
DUSP1 JUNB	non_indicated
DUSP1 TTR	non_indicated
DUSP1 DUSP5	non_indicated
DUSP1 FOS	non_indicated
DUSP1 BTG2	non_indicated
PLA2G4C AK090741	non_indicated
CLTA NPTX1	non_indicated
CLTA HCN1	non_indicated
CLTA CALM3	non_indicated
PCTK3 PLEKHG3	non_indicated
PCTK3 HSS00093010	non_indicated
CAT NM_006102	non_indicated
PLN MYOCD	non_indicated
PLN Contig44568_RC	non_indicated
PLN FHL5	non_indicated
BATF NM_018410	non_indicated
BATF AF085978	non_indicated
YBX1 FTL	non_indicated
YBX1 hCT2328582	non_indicated
PTTG2 C16orf75	non_indicated
PTTG2 hCT2308300	non_indicated
BCL6B HSS00214086	non_indicated
GOLGA1 GULP1	non_indicated
GOLGA1 PLCB1	non_indicated
GOLGA1 EPHA3	non_indicated
HCK ALOX5	non_indicated
HCK Contig45469_RC	non_indicated
HCK NM_031471	non_indicated
HCK FCGR2A	non_indicated
HCK NCF2	non_indicated
HCK CCR1	non_indicated
HCK hCT2270866	non_indicated
HCK FCGR3A	non_indicated
NRGN GABBR2	non_indicated
NRGN MICAL2	non_indicated
NRGN PRSS3	non_indicated
NRGN GABRD	non_indicated
NRGN SMPD3	non_indicated
NRGN BC027847	non_indicated
NFIC COG5	non_indicated
NFIC RP11-450P7.3	non_indicated
FLNA LMOD1	non_indicated
FLNA VCL	non_indicated
FLNA Contig4595	non_indicated
FLNA PDLIM7	non_indicated
FLNA TINAGL1	non_indicated
FLNA COL18A1	non_indicated
ID1 SOX18	non_indicated
AB018310 Contig21835_RC	non_indicated
AB018310 VILL	non_indicated
AB018310 AL137723	non_indicated
AB018310 COL4A4	non_indicated
TUBB2A TUBB3	non_indicated
TUBB2A SLN	non_indicated
TUBB2A TUBA1	non_indicated
TCF2 NR2E3	non_indicated
TCF2 KLK12	non_indicated
IER5 ARG2	non_indicated
IER5 IER5L	non_indicated
GLRB PRPS2	non_indicated
GLRB NAP1L3	non_indicated
GLRB NETO1	non_indicated
GLRB IFIT1	non_indicated
GLRB DRD1	non_indicated
GLRB XM_166919	non_indicated
GLRB hCT1651665.3	non_indicated
GLRB hCT1971265	non_indicated
HMGB3 ENST00000297023	non_indicated
Contig17333_RC C14orf106	non_indicated
MAP7 Contig35596_RC	non_indicated
MAP7 GNAI1	non_indicated
MAP7 NT5DC1	non_indicated
MAP7 PDE1C	non_indicated
MAP7 ATG4C	non_indicated
MAP7 HSS00386249	non_indicated
PER1 DUSP9	non_indicated
PER1 BTNL9	non_indicated
TCF12 LACTB2	non_indicated
TCF12 SCN4B	non_indicated
TCF12 THAP9	non_indicated
AKAP11 FZD3	non_indicated
AKAP11 Contig40252_RC	non_indicated
AKAP11 RXFP1	non_indicated
AKAP11 HSS00009111	non_indicated
GRIN2A MOCS3	non_indicated
DEFA1 DEFA3	non_indicated
DEFA1 LTF	non_indicated
DEFA1 CEACAM8	non_indicated
