nodename	color	shape	size	font_size
ABHD4	grey	circle	40	12
ACTN2	grey	circle	40	12
AF019618	grey	circle	40	12
AJ227908	grey	circle	40	12
AK022035	grey	circle	40	12
AK022738	grey	circle	40	12
AK024921	grey	circle	40	12
AK055125	grey	circle	40	12
AK056916	grey	circle	40	12
AK096481	grey	circle	40	12
AL109781	grey	circle	40	12
AL162043	grey	circle	40	12
ANKH	grey	circle	40	12
ANKRD20B	grey	circle	40	12
ANKRD5	grey	circle	40	12
ANP32A	grey	circle	40	12
ANP32D	grey	circle	40	12
ANXA6	grey	circle	40	12
AP2B1	grey	circle	40	12
ATF7IP2	grey	circle	40	12
ATP1A3	grey	circle	40	12
ATP2B1	grey	circle	40	12
ATP6V0E1	grey	circle	40	12
B3GALNT1	grey	circle	40	12
B3GALT2	grey	circle	40	12
B4GALT6	grey	circle	40	12
BC030101	grey	circle	40	12
BC035737	grey	circle	40	12
BC038548	grey	circle	40	12
BCCIP	grey	circle	40	12
BMPR2	grey	circle	40	12
BRIP1	grey	circle	40	12
BRMS1L	grey	circle	40	12
BTBD1	grey	circle	40	12
C12orf29	grey	circle	40	12
C1orf128	grey	circle	40	12
C1orf71	grey	circle	40	12
C20orf133	grey	circle	40	12
C20orf7	grey	circle	40	12
C3orf14	grey	circle	40	12
C9orf72	grey	circle	40	12
CACNB2	grey	circle	40	12
CACNB4	grey	circle	40	12
CAMK4	grey	circle	40	12
CAP2	grey	circle	40	12
CCNB1	grey	circle	40	12
CCNH	grey	circle	40	12
CDC42	grey	circle	40	12
CDH8	grey	circle	40	12
CDS1	grey	circle	40	12
CEP170L	grey	circle	40	12
CKMT1B	grey	circle	40	12
CLCN4	grey	circle	40	12
CLTA	grey	circle	40	12
CMAS	grey	circle	40	12
CMYA5	grey	circle	40	12
CNTN1	grey	circle	40	12
Contig14658_RC	grey	circle	40	12
Contig15728_RC	grey	circle	40	12
Contig17333_RC	grey	circle	40	12
Contig20914_RC	grey	circle	40	12
Contig25809_RC	grey	circle	40	12
Contig31587_RC	grey	circle	40	12
Contig35608_RC	grey	circle	40	12
Contig40647_RC	grey	circle	40	12
Contig43791_RC	grey	circle	40	12
Contig46578_RC	grey	circle	40	12
Contig47178_RC	grey	circle	40	12
Contig52635_RC	red	circle	120	36
Contig53777_RC	grey	circle	40	12
CREG2	grey	circle	40	12
CTDSP1	grey	circle	40	12
CUL5	grey	circle	40	12
CXorf39	grey	circle	40	12
DIRAS2	grey	circle	40	12
DNAJB14	grey	circle	40	12
DNMT3A	grey	circle	40	12
DNMT3B	grey	circle	40	12
DTWD2	grey	circle	40	12
DYNLT3	grey	circle	40	12
ENPP5	grey	circle	40	12
ENST00000229384	grey	circle	40	12
ENST00000258318	grey	circle	40	12
ENST00000281770	grey	circle	40	12
ENST00000284857	grey	circle	40	12
ENST00000285289	grey	circle	40	12
ENST00000296609	grey	circle	40	12
EPB41L3	grey	circle	40	12
EPHA4	grey	circle	40	12
FAS	grey	circle	40	12
FBXL19	grey	circle	40	12
FBXO9	grey	circle	40	12
FGF14	grey	circle	40	12
FGFRL1	grey	circle	40	12
FZD3	grey	circle	40	12
GABRA1	grey	circle	40	12
GABRB3	grey	circle	40	12
GLRA2	grey	circle	40	12
