source	target
3-Mar	OGFRL1
3-Mar	AK000103
3-Mar	MS4A8B
3-Mar	GLIS3
3-Mar	DMN
3-Mar	CHST3
6-Sep	Contig24986
AB002361	SEMA4D
ABCC12	GPR128
ABCC12	AK058002
ABHD3	ARSJ
ACOX1	NQO1
ACTR3B	FHOD3
ADM	Contig63649_RC
AF007147	AF035318
AF019618	RAB9B
AF019618	SCAMP1
AF035318	AK024580
AF035318	AF052176
AF035318	Contig39408_RC
AF035318	SFRS5
AF035318	AF264622
AF052117	RAPGEF5
AF087999	HSS00143473
AF087999	Contig25597_RC
AF087999	MKNK2
AF087999	AK098087
AF087999	HSS00330420
AF087999	ARMCX5
AF087999	AL359560
AF087999	FHL5
AF087999	KIAA1509
AF087999	MIA
AF087999	HSS00138924
AF087999	HSS00372064
AF087999	LRRTM1
AF087999	HSS00001365
AF087999	GPLD1
AF087999	Contig50004_RC
AF088024	AL831861
AF131813	SLC44A3
AF131813	SDSL
AF143880	LRRIQ1
AF264622	AK024979
AHCYL1	RGS20
AHCYL1	BMPR1B
AHCYL1	AGT
AHCYL1	LIX1
AHCYL1	C1orf88
AHCYL1	RYR3
AJ227863	FBXO30
AJ227863	ELK4
AJ227863	PKN2
AJ227863	NM_153607
AJ227863	Contig26627_RC
AJ227908	CLGN
AK000103	MME
AK000792	AL117426
AK000792	Contig7245_RC
AK000792	HSS00048903
AK021858	TNFAIP8
AK022082	Contig34732_RC
AK022264	HSS00105008
AK022264	NEDD4L
AK022264	Contig34732_RC
AK022789	ABCC12
AK023565	Contig5667_RC
AK023565	HSS00001474
AK023565	HSS00291630
AK023565	Contig24152_RC
AK023565	ANKRD13D
AK023565	Contig24024_RC
AK023565	AK022320
AK023565	AK024321
AK024099	AK000176
AK024121	Contig33039_RC
AK024121	RP11-535K18.3
AK024121	Contig21200_RC
AK024876	Contig37142_RC
AK025799	Contig5403_RC
AK025799	AL080095
AK025799	HSS00048903
AK025799	AK024099
AK025799	AL117426
AK027027	AL157466
AK054975	AL117636
AK054975	C13orf1
