nodename	color	shape	size	font_size
Contig37371_RC	grey	circle	40	12
Contig38542_RC	grey	circle	40	12
Contig39739_RC	grey	circle	40	12
Contig40020_RC	grey	circle	40	12
Contig40149_RC	grey	circle	40	12
Contig40549_RC	grey	circle	40	12
Contig40647_RC	grey	circle	40	12
Contig41106_RC	grey	circle	40	12
Contig41122_RC	grey	circle	40	12
Contig41352_RC	grey	circle	40	12
Contig42012_RC	grey	circle	40	12
Contig42954_RC	grey	circle	40	12
Contig43449_RC	grey	circle	40	12
Contig43710_RC	grey	circle	40	12
Contig44693_RC	grey	circle	40	12
Contig44890_RC	grey	circle	40	12
Contig45266	grey	circle	40	12
Contig46183_RC	grey	circle	40	12
Contig46243_RC	grey	circle	40	12
Contig46362_RC	grey	circle	40	12
Contig46411_RC	grey	circle	40	12
Contig46789_RC	grey	circle	40	12
Contig47196_RC	grey	circle	40	12
Contig47493_RC	grey	circle	40	12
Contig47539_RC	grey	circle	40	12
Contig48494_RC	grey	circle	40	12
Contig48800_RC	grey	circle	40	12
Contig50129_RC	grey	circle	40	12
Contig50410	grey	circle	40	12
Contig51737_RC	grey	circle	40	12
Contig51797_RC	grey	circle	40	12
Contig52296_RC	grey	circle	40	12
Contig53953_RC	grey	circle	40	12
Contig54137_RC	grey	circle	40	12
Contig55234_RC	grey	circle	40	12
Contig55625_RC	grey	circle	40	12
Contig55973_RC	grey	circle	40	12
Contig56096	red	circle	120	36
Contig57091_RC	grey	circle	40	12
Contig57726_RC	grey	circle	40	12
Contig57822_RC	grey	circle	40	12
Contig63302_RC	grey	circle	40	12
Contig63811_RC	grey	circle	40	12
Contig6568_RC	grey	circle	40	12
Contig6742_RC	grey	circle	40	12
Contig7245_RC	grey	circle	40	12
Contig7412_RC	grey	circle	40	12
CPEB4	grey	circle	40	12
CREM	grey	circle	40	12
CROCCL1	grey	circle	40	12
CRY1	grey	circle	40	12
CSDE1	grey	circle	40	12
CSGALNACT2	grey	circle	40	12
CSNK1A1	grey	circle	40	12
CXorf21	grey	circle	40	12
CXorf57	grey	circle	40	12
DCUN1D3	grey	circle	40	12
DDIT4	grey	circle	40	12
DDR2	grey	circle	40	12
DDX21	grey	circle	40	12
DEGS1	grey	circle	40	12
DENND4C	grey	circle	40	12
DENND5B	grey	circle	40	12
DERA	grey	circle	40	12
DHDDS	grey	circle	40	12
DHX36	grey	circle	40	12
DLD	grey	circle	40	12
DLEU2L	grey	circle	40	12
DMGDH	grey	circle	40	12
DMXL1	grey	circle	40	12
DNAJB14	grey	circle	40	12
DNM3	grey	circle	40	12
DOCK11	grey	circle	40	12
DOCK7	grey	circle	40	12
DOCK8	grey	circle	40	12
DPT	grey	circle	40	12
DSEL	grey	circle	40	12
DSTN	grey	circle	40	12
DUSP10	grey	circle	40	12
DUSP14	grey	circle	40	12
DUSP6	grey	circle	40	12
EBF1	grey	circle	40	12
EDEM3	grey	circle	40	12
EHBP1	grey	circle	40	12
EIF2C4	grey	circle	40	12
EIF2S1	grey	circle	40	12
EIF3A	grey	circle	40	12
EIF5A2	grey	circle	40	12
ELOVL5	grey	circle	40	12
ELTD1	grey	circle	40	12
ENST00000254279	grey	circle	40	12
ENST00000266926	grey	circle	40	12
ENST00000267877	grey	circle	40	12
ENST00000274652	grey	circle	40	12
ENST00000278891	grey	circle	40	12
ENST00000282037	grey	circle	40	12
ENST00000295003	grey	circle	40	12
ENST00000296665	grey	circle	40	12
ENST00000296973	grey	circle	40	12
ENST00000297783	grey	circle	40	12
ENST00000298824	grey	circle	40	12
ENST00000299129	grey	circle	40	12
ENST00000299294	grey	circle	40	12
EPC1	grey	circle	40	12
EPDR1	grey	circle	40	12
EPS8	grey	circle	40	12
EVI1	grey	circle	40	12
EXOC1	grey	circle	40	12
EXT1	grey	circle	40	12
F2R	grey	circle	40	12
FADS3	grey	circle	40	12
FAM102B	grey	circle	40	12
FAM111A	grey	circle	40	12
FAM174A	grey	circle	40	12
FAM177A1	grey	circle	40	12
FAM184A	grey	circle	40	12
FAM44A	grey	circle	40	12
FAM89A	grey	circle	40	12
FAM98A	grey	circle	40	12
FAR1	grey	circle	40	12
FDX1	grey	circle	40	12
FGF1	grey	circle	40	12
FGF12	grey	circle	40	12
FGF7	grey	circle	40	12
FGFR1	grey	circle	40	12
FIGN	grey	circle	40	12
FKTN	grey	circle	40	12
FMNL2	grey	circle	40	12
FMO2	grey	circle	40	12
FN1	grey	circle	40	12
FNDC3B	grey	circle	40	12
FNIP1	grey	circle	40	12
FNTA	grey	circle	40	12
FOXN2	grey	circle	40	12
FOXO1	grey	circle	40	12
FTH1	grey	circle	40	12
FTHP1	grey	circle	40	12
FZD7	grey	circle	40	12
GABARAPL2	grey	circle	40	12
GABPA	grey	circle	40	12
GABPB1	grey	circle	40	12
GCLM	grey	circle	40	12
GDE1	grey	circle	40	12
GGT7	grey	circle	40	12
GLCE	grey	circle	40	12
GLDN	grey	circle	40	12
GLI3	grey	circle	40	12
GLT8D3	grey	circle	40	12
GLYAT	grey	circle	40	12
GMFB	grey	circle	40	12
GNAS	grey	circle	40	12
GNG12	grey	circle	40	12
GOLGA1	grey	circle	40	12
GPAM	grey	circle	40	12
GPBAR1	grey	circle	40	12
GPD1	grey	circle	40	12
GPI	grey	circle	40	12
GPR109A	grey	circle	40	12
GTF2H3	grey	circle	40	12
H2AFJ	grey	circle	40	12
H2AFV	grey	circle	40	12
hCT13266.2	grey	circle	40	12
hCT1640121.2	grey	circle	40	12
hCT1640138.2	grey	circle	40	12
hCT1816228	grey	circle	40	12
hCT1827063.1	grey	circle	40	12
hCT1829216.2	grey	circle	40	12
hCT1832239.2	grey	circle	40	12
hCT1833792.1	grey	circle	40	12
hCT1842078.2	grey	circle	40	12
hCT1970544.1	grey	circle	40	12
hCT1970898.1	grey	circle	40	12
hCT1970927.1	grey	circle	40	12
hCT1970969.1	grey	circle	40	12
hCT2250787	grey	circle	40	12
hCT2251078	grey	circle	40	12
hCT2271611	grey	circle	40	12
hCT2276976	grey	circle	40	12
hCT2279388	grey	circle	40	12
hCT2289083	grey	circle	40	12
hCT2293997	grey	circle	40	12
hCT2297615	grey	circle	40	12
hCT2302734	grey	circle	40	12
hCT2309006	grey	circle	40	12
hCT2323868	grey	circle	40	12
hCT2333386	grey	circle	40	12
hCT23389.2	grey	circle	40	12
hCT28758.2	grey	circle	40	12
hCT32256.3	grey	circle	40	12
hCT9881.3	grey	circle	40	12
HDAC2	grey	circle	40	12
HEATR5A	grey	circle	40	12
HECTD2	grey	circle	40	12
HELB	grey	circle	40	12
HERC4	grey	circle	40	12
HHIP	grey	circle	40	12
HIF1A	grey	circle	40	12
HIPK2	grey	circle	40	12
HLA-DMB	grey	circle	40	12
HLTF	grey	circle	40	12
HMGCS1	grey	circle	40	12
HOPX	grey	circle	40	12
HSP90AA5P	grey	circle	40	12
HSS00014099	grey	circle	40	12
HSS00015923	grey	circle	40	12
HSS00022884	grey	circle	40	12
HSS00041439	grey	circle	40	12
HSS00045980	grey	circle	40	12
HSS00046238	grey	circle	40	12
HSS00049121	grey	circle	40	12
HSS00058794	grey	circle	40	12
HSS00061034	grey	circle	40	12
HSS00092526	grey	circle	40	12
HSS00094841	red	circle	120	36
HSS00094957	grey	circle	40	12
HSS00095181	grey	circle	40	12
HSS00095386	grey	circle	40	12
HSS00100083	grey	circle	40	12
HSS00100453	grey	circle	40	12
HSS00100507	grey	circle	40	12
HSS00119155	grey	circle	40	12
HSS00128455	grey	circle	40	12
HSS00128722	grey	circle	40	12
HSS00143566	grey	circle	40	12
HSS00149426	red	circle	120	36
HSS00166327	grey	circle	40	12
HSS00176616	grey	circle	40	12
HSS00183432	grey	circle	40	12
HSS00183494	grey	circle	40	12
HSS00221516	grey	circle	40	12
HSS00223986	grey	circle	40	12
HSS00236158	grey	circle	40	12
HSS00245518	grey	circle	40	12
HSS00250415	grey	circle	40	12
HSS00264525	grey	circle	40	12
HSS00299216	grey	circle	40	12
HSS00303195	grey	circle	40	12
HSS00305698	grey	circle	40	12
HSS00325090	grey	circle	40	12
HSS00330444	grey	circle	40	12
HSS00330832	grey	circle	40	12
HSS00334666	grey	circle	40	12
HSS00335224	grey	circle	40	12
HSS00341523	grey	circle	40	12
HSS00344063	grey	circle	40	12
HSS00378652	grey	circle	40	12
HSS00383157	grey	circle	40	12
HSS00388272	grey	circle	40	12
HSS0143641.3_rc	grey	circle	40	12
IDH1	grey	circle	40	12
IFFO2	grey	circle	40	12
IGF1	grey	circle	40	12
IKBKB	grey	circle	40	12
IL10RB	grey	circle	40	12
IL17D	red	circle	120	36
IL18R1	grey	circle	40	12
IL7	grey	circle	40	12
IMPAD1	grey	circle	40	12
IREB2	grey	circle	40	12
IRF2BP2	grey	circle	40	12
IRF8	grey	circle	40	12
ITGA1	grey	circle	40	12
ITGA2	grey	circle	40	12
ITGB1	grey	circle	40	12
ITGBL1	grey	circle	40	12
JAM2	grey	circle	40	12
JMJD2C	grey	circle	40	12
JUN	grey	circle	40	12
KANK4	grey	circle	40	12
KATNAL1	grey	circle	40	12
KCND2	grey	circle	40	12
KCNJ2	grey	circle	40	12
KDELR2	grey	circle	40	12
KIAA0182	grey	circle	40	12
KIAA0859	grey	circle	40	12
KIAA1128	grey	circle	40	12
KIAA1217	grey	circle	40	12
KIAA1618	grey	circle	40	12
KIAA2018	grey	circle	40	12
KIT	grey	circle	40	12
KITLG	grey	circle	40	12
KLHL28	grey	circle	40	12
KPNA3	grey	circle	40	12
KRAS	lightgreen	circle	40	12
KRBA2	red	circle	120	36
KTN1	grey	circle	40	12
LAMP2	grey	circle	40	12
LCA5	grey	circle	40	12
LDHA	grey	circle	40	12
LDHB	grey	circle	40	12
LEFTY1	grey	circle	40	12
LGALS12	grey	circle	40	12
LIG4	grey	circle	40	12
LIMCH1	grey	circle	40	12
LIN7A	grey	circle	40	12
LMLN	grey	circle	40	12
LONRF2	grey	circle	40	12
LONRF3	grey	circle	40	12
LOX	grey	circle	40	12
LPGAT1	grey	circle	40	12
LPP	grey	circle	40	12
LPXN	grey	circle	40	12
LRFN5	grey	circle	40	12
LRP6	grey	circle	40	12
LRRC8C	grey	circle	40	12
LRRK2	grey	circle	40	12
LRRN3	grey	circle	40	12
LSR	grey	circle	40	12
LYST	grey	circle	40	12
MALAT1	grey	circle	40	12
MAP2K1	lightgreen	circle	40	12
MAP4K5	grey	circle	40	12
MAPK1IP1L	grey	circle	40	12
MBTD1	grey	circle	40	12
MEF2A	grey	circle	40	12
METRN	grey	circle	40	12
MGLL	grey	circle	40	12
MGST1	grey	circle	40	12
MIB1	grey	circle	40	12
MID1	grey	circle	40	12
MIDN	grey	circle	40	12
MLL5	grey	circle	40	12
MMD	grey	circle	40	12
MMP14	grey	circle	40	12
MOBKL1A	red	circle	120	36
MOBKL1B	grey	circle	40	12
MORF4	grey	circle	40	12
MPDZ	grey	circle	40	12
MRAP	grey	circle	40	12
MSL3L2	grey	circle	40	12
MTHFS	grey	circle	40	12
MTMR9	grey	circle	40	12
MTX3	grey	circle	40	12
MYEF2	grey	circle	40	12
MYH2	grey	circle	40	12
N4BP2L2	grey	circle	40	12
NANOS1	grey	circle	40	12
NAT12	grey	circle	40	12
NAT8L	grey	circle	40	12
NCOA7	grey	circle	40	12
NECAB1	grey	circle	40	12
NEGR1	grey	circle	40	12
NFAT5	grey	circle	40	12
NFIL3	grey	circle	40	12
NHLRC2	grey	circle	40	12
NM_006394	grey	circle	40	12
NM_006744_sat	grey	circle	40	12
NM_016275	grey	circle	40	12
NM_016424	grey	circle	40	12
NM_024748	grey	circle	40	12
NM_133646	grey	circle	40	12
NM_173667	grey	circle	40	12
NM_173800	grey	circle	40	12
NMT2	grey	circle	40	12
NNMT	grey	circle	40	12
NNT	grey	circle	40	12
NOSTRIN	grey	circle	40	12
NOX4	grey	circle	40	12
NPCDR1	grey	circle	40	12
NPM1	grey	circle	40	12
NPY1R	grey	circle	40	12
NQO2	grey	circle	40	12
NUDT4	grey	circle	40	12
NUFIP2	grey	circle	40	12
ODF2L	grey	circle	40	12
OPA1	grey	circle	40	12
OPTN	grey	circle	40	12
OSGIN2	grey	circle	40	12
OXCT1	red	circle	120	36
P2RY5	grey	circle	40	12
PALM2-AKAP2	grey	circle	40	12
PALMD	grey	circle	40	12
PANX1	grey	circle	40	12
PARD6G	grey	circle	40	12
PARP8	grey	circle	40	12
PBLD	grey	circle	40	12
PBX2	grey	circle	40	12
PCDHAC1	grey	circle	40	12
PCDHB3	grey	circle	40	12
PCID2	grey	circle	40	12
PCNA	grey	circle	40	12
PCOLCE2	grey	circle	40	12
PCYOX1	grey	circle	40	12
PDIA3	grey	circle	40	12
PDXK	grey	circle	40	12
PEG3	grey	circle	40	12
PERP	grey	circle	40	12
PGD	grey	circle	40	12
PGM1	grey	circle	40	12
PGM2	grey	circle	40	12
PHACTR2	grey	circle	40	12
PHF5A	grey	circle	40	12
PHKB	grey	circle	40	12
PIAS1	grey	circle	40	12
PICALM	grey	circle	40	12
PIGN	grey	circle	40	12
PIK3C2A	grey	circle	40	12
PIK3R1	grey	circle	40	12
PIM1	grey	circle	40	12
PIP5K3	grey	circle	40	12
PITPNA	grey	circle	40	12
PITPNM1	grey	circle	40	12
PKN2	grey	circle	40	12
PLA2G4A	grey	circle	40	12
PLDN	grey	circle	40	12
PLEKHB2	grey	circle	40	12
PLOD2	grey	circle	40	12
POLI	grey	circle	40	12
POSTN	grey	circle	40	12
PPA1	grey	circle	40	12
PPAP2A	grey	circle	40	12
PPIC	grey	circle	40	12
PPIF	grey	circle	40	12
PPM1B	grey	circle	40	12
PPM2C	grey	circle	40	12
PPP1R1A	grey	circle	40	12
PPP1R2	grey	circle	40	12
PPP2CB	grey	circle	40	12
PPP2R3A	grey	circle	40	12
PRDX4	grey	circle	40	12
PRKAA1	grey	circle	40	12
PRKACB	grey	circle	40	12
PRKAR1A	grey	circle	40	12
PRKAR2B	grey	circle	40	12
PROSC	grey	circle	40	12
PRPF39	grey	circle	40	12
PRPF40A	grey	circle	40	12
PRRG1	grey	circle	40	12
PSAT1	grey	circle	40	12
PSMG1	grey	circle	40	12
PTBP2	red	circle	120	36
PTEN	grey	circle	40	12
PTER	grey	circle	40	12
PTGER3	grey	circle	40	12
PTGFRN	grey	circle	40	12
PTPLB	grey	circle	40	12
PTPN11	lightgreen	circle	40	12
PTPRG	grey	circle	40	12
PURB	grey	circle	40	12
QKI	grey	circle	40	12
QPCT	grey	circle	40	12
RAB18	grey	circle	40	12
RAB3GAP2	grey	circle	40	12
RAB5C	grey	circle	40	12
RAB7L1	grey	circle	40	12
RAC1	grey	circle	40	12
RAET1E	grey	circle	40	12
RALB	grey	circle	40	12
RAN	grey	circle	40	12
RB1CC1	grey	circle	40	12
RBM3	grey	circle	40	12
RDH10	grey	circle	40	12
RECQL	grey	circle	40	12
REV3L	grey	circle	40	12
RGPD8	grey	circle	40	12
RGS10	grey	circle	40	12
RGS22	grey	circle	40	12
RHEB	grey	circle	40	12
RHOBTB3	grey	circle	40	12
RHOQ	grey	circle	40	12
RIF1	grey	circle	40	12
RIPK5	grey	circle	40	12
RIT1	lightgreen	circle	40	12
RNF141	grey	circle	40	12
RNF150	grey	circle	40	12
RORA	grey	circle	40	12
RP1-19N1.1	grey	circle	40	12
RP5-1000E10.4	grey	circle	40	12
RP5-1022P6.2	grey	circle	40	12
RPL23AP7	grey	circle	40	12
RPS6KA3	grey	circle	40	12
RRAS2	grey	circle	40	12
RRM2B	grey	circle	40	12
RSE_00000122977	grey	circle	40	12
RSE_00000840432	grey	circle	40	12
RSF1	grey	circle	40	12
RYBP	grey	circle	40	12
SAP30	grey	circle	40	12
SAR1B	grey	circle	40	12
SBDS	grey	circle	40	12
SBDSP	grey	circle	40	12
SC4MOL	grey	circle	40	12
SCAMP1	grey	circle	40	12
SCD5	grey	circle	40	12
SCN2A	grey	circle	40	12
SDHALP2	grey	circle	40	12
SEC23A	grey	circle	40	12
SEMA3C	grey	circle	40	12
SENP7	grey	circle	40	12
SFRP4	grey	circle	40	12
SFRS16	grey	circle	40	12
SFRS18	grey	circle	40	12
SGK3	grey	circle	40	12
SHPRH	grey	circle	40	12
SIPA1L1	grey	circle	40	12
SKAP2	grey	circle	40	12
SLC12A2	grey	circle	40	12
SLC13A4	grey	circle	40	12
SLC16A10	grey	circle	40	12
SLC16A3	grey	circle	40	12
SLC22A5	grey	circle	40	12
SLC24A3	grey	circle	40	12
SLC25A33	grey	circle	40	12
SLC26A7	grey	circle	40	12
SLC2A3P1	grey	circle	40	12
SLC30A7	grey	circle	40	12
SLC40A1	grey	circle	40	12
SLC44A1	grey	circle	40	12
SLK	grey	circle	40	12
SMAD5	grey	circle	40	12
SMAD9	grey	circle	40	12
SMC3	grey	circle	40	12
SMCHD1	grey	circle	40	12
SNTB1	grey	circle	40	12
SNX3	grey	circle	40	12
SOCS4	grey	circle	40	12
SORBS1	grey	circle	40	12
SOS1	lightgreen	circle	40	12
SOX4	grey	circle	40	12
SPARC	grey	circle	40	12
SPTA1	grey	circle	40	12
SPTY2D1	grey	circle	40	12
SRGAP1	grey	circle	40	12
SRGAP2P1	grey	circle	40	12
SRPX2	grey	circle	40	12
SSR3	grey	circle	40	12
ST3GAL5	grey	circle	40	12
STAG2	grey	circle	40	12
STEAP2	grey	circle	40	12
STK17B	grey	circle	40	12
STK32A	grey	circle	40	12
STUB1	grey	circle	40	12
SUB1	grey	circle	40	12
SVEP1	grey	circle	40	12
SYNM	grey	circle	40	12
TACC1	grey	circle	40	12
TANK	grey	circle	40	12
TBC1D15	grey	circle	40	12
TBC1D23	grey	circle	40	12
TBC1D24	grey	circle	40	12
tcag7.1130	grey	circle	40	12
TCF4	grey	circle	40	12
TEAD1	grey	circle	40	12
TET2	grey	circle	40	12
TFPI2	grey	circle	40	12
THRB	grey	circle	40	12
THRSP	grey	circle	40	12
THUMPD1	grey	circle	40	12
TIA1	grey	circle	40	12
TKT	grey	circle	40	12
TLK1	grey	circle	40	12
TMED10P	grey	circle	40	12
TMED2	grey	circle	40	12
TMEM170B	grey	circle	40	12
TMEM178	grey	circle	40	12
TMEM20	grey	circle	40	12
TMEM45A	grey	circle	40	12
TMEM47	grey	circle	40	12
TMEM57	grey	circle	40	12
TMEM77	grey	circle	40	12
TMF1	red	circle	120	36
TMOD3	grey	circle	40	12
TNPO1	grey	circle	40	12
TOMM22	grey	circle	40	12
TRAF4	grey	circle	40	12
TRHDE	grey	circle	40	12
TRIM16	grey	circle	40	12
TRPM7	grey	circle	40	12
TSGA10	grey	circle	40	12
TSHZ2	grey	circle	40	12
TSPAN10	grey	circle	40	12
TSPAN13	grey	circle	40	12
TSPAN3	grey	circle	40	12
TUBB4	grey	circle	40	12
TYMS	grey	circle	40	12
U82319	grey	circle	40	12
UBA6	grey	circle	40	12
UBE2NL	grey	circle	40	12
UBE2W	grey	circle	40	12
UBQLNL	grey	circle	40	12
UCHL1	grey	circle	40	12
UGDH	grey	circle	40	12
UNQ6228	grey	circle	40	12
UPF2	grey	circle	40	12
