nodename	color	shape	size	font_size
41525	grey	circle	40	12
AAED1	blue	circle	80	24
ABHD13	grey	circle	40	12
ABHD5	grey	circle	40	12
ADIPOR2	grey	circle	40	12
AGPS	grey	circle	40	12
ALG11	grey	circle	40	12
ALS2	grey	circle	40	12
AMMECR1	grey	circle	40	12
APC	grey	circle	40	12
APLP2	grey	circle	40	12
ARL5A	grey	circle	40	12
ATF2	grey	circle	40	12
ATF6	grey	circle	40	12
ATL3	grey	circle	40	12
ATP11B	grey	circle	40	12
ATP13A3	grey	circle	40	12
ATP2A2	grey	circle	40	12
ATXN2	grey	circle	40	12
ATXN7	grey	circle	40	12
AVL9	grey	circle	40	12
AVPI1	grey	circle	40	12
AZIN1	grey	circle	40	12
BACH1	grey	circle	40	12
BMPR2	grey	circle	40	12
BRWD3	red	circle	120	36
BTBD1	grey	circle	40	12
C1orf198	grey	circle	40	12
C5orf22	grey	circle	40	12
CAB39	grey	circle	40	12
CAND1	grey	circle	40	12
CASC4	grey	circle	40	12
CBL	lightgreen	circle	40	12
CCDC91	grey	circle	40	12
CCP110	grey	circle	40	12
CD2AP	grey	circle	40	12
CDC73	grey	circle	40	12
CEP350	grey	circle	40	12
CHSY1	grey	circle	40	12
CHUK	grey	circle	40	12
CLCN5	grey	circle	40	12
CMIP	grey	circle	40	12
CNN3	grey	circle	40	12
CNOT1	grey	circle	40	12
CNOT6	grey	circle	40	12
CNST	grey	circle	40	12
COPB1	grey	circle	40	12
CRK	grey	circle	40	12
CTAGE11P	grey	circle	40	12
CTAGE7P	grey	circle	40	12
CTBS	grey	circle	40	12
CTSO	grey	circle	40	12
CXCR7	grey	circle	40	12
CXorf23	grey	circle	40	12
CYLD	grey	circle	40	12
DAPK1	grey	circle	40	12
DCAF12	grey	circle	40	12
DCLRE1A	grey	circle	40	12
DCUN1D1	grey	circle	40	12
DCUN1D3	grey	circle	40	12
DDX21	blue	circle	80	24
DDX6	grey	circle	40	12
DESI2	grey	circle	40	12
DHFR	grey	circle	40	12
DHX29	grey	circle	40	12
DIAPH2	grey	circle	40	12
DIXDC1	grey	circle	40	12
DLST	grey	circle	40	12
DYRK2	grey	circle	40	12
EAF1	grey	circle	40	12
EDN1	grey	circle	40	12
EEPD1	grey	circle	40	12
EFR3A	grey	circle	40	12
EGFR	grey	circle	40	12
EGLN1	grey	circle	40	12
