nodename	color	shape	size	font_size
3-Mar	grey	circle	40	12
6-Sep	grey	circle	40	12
A2M	grey	circle	40	12
AB002361	grey	circle	40	12
AB023201	grey	circle	40	12
AB023222	grey	circle	40	12
AB046420	grey	circle	40	12
ABCA11	grey	circle	40	12
ABCB1	grey	circle	40	12
ABCB4	grey	circle	40	12
ABCC12	grey	circle	40	12
ABCC9	grey	circle	40	12
ABHD10	grey	circle	40	12
ABHD3	grey	circle	40	12
ABHD6	grey	circle	40	12
ACADSB	grey	circle	40	12
ACBD7	grey	circle	40	12
ACOT4	grey	circle	40	12
ACOT7	grey	circle	40	12
ACOX1	grey	circle	40	12
ACP1	grey	circle	40	12
ACRC	grey	circle	40	12
ACSL5	grey	circle	40	12
ACSL6	grey	circle	40	12
ACTL6A	grey	circle	40	12
ACTN2	grey	circle	40	12
ACTR3B	grey	circle	40	12
ACVR1C	grey	circle	40	12
ACY3	grey	circle	40	12
ADAMTS9	grey	circle	40	12
ADCY4	grey	circle	40	12
ADM	grey	circle	40	12
ADORA2A	grey	circle	40	12
AF007147	grey	circle	40	12
AF019618	grey	circle	40	12
AF035290	grey	circle	40	12
AF035318	grey	circle	40	12
AF041410	grey	circle	40	12
AF052115	grey	circle	40	12
AF052117	grey	circle	40	12
AF052141	grey	circle	40	12
AF052152	grey	circle	40	12
AF052174	grey	circle	40	12
AF052176	red	circle	120	36
AF070632	grey	circle	40	12
AF074993	grey	circle	40	12
AF074997	grey	circle	40	12
AF075087	grey	circle	40	12
AF085874	grey	circle	40	12
AF085954	grey	circle	40	12
AF086007	grey	circle	40	12
AF086074	grey	circle	40	12
AF086149	grey	circle	40	12
AF086164	grey	circle	40	12
AF086375	grey	circle	40	12
AF086424	grey	circle	40	12
AF087999	grey	circle	40	12
AF088024	grey	circle	40	12
AF111801	grey	circle	40	12
AF116656	grey	circle	40	12
AF131813	grey	circle	40	12
AF136408	grey	circle	40	12
AF143866	grey	circle	40	12
AF143876	grey	circle	40	12
AF143880	grey	circle	40	12
AF183570	grey	circle	40	12
AF264622	grey	circle	40	12
AF318328	grey	circle	40	12
AF339771	grey	circle	40	12
AF339799	grey	circle	40	12
AF339810	grey	circle	40	12
AF511647	grey	circle	40	12
AFF3	grey	circle	40	12
AGBL2	grey	circle	40	12
AGT	grey	circle	40	12
AGTPBP1	grey	circle	40	12
AHCYL1	grey	circle	40	12
AI127067_RC	grey	circle	40	12
AI279148	grey	circle	40	12
AI962169	grey	circle	40	12
AJ227863	red	circle	120	36
AJ227908	grey	circle	40	12
AJ227909	grey	circle	40	12
AJAP1	grey	circle	40	12
AK000103	grey	circle	40	12
AK000144	grey	circle	40	12
AK000176	grey	circle	40	12
AK000792	grey	circle	40	12
AK000864	grey	circle	40	12
AK000908	grey	circle	40	12
AK001875	grey	circle	40	12
AK002107	grey	circle	40	12
AK021439	grey	circle	40	12
AK021459	grey	circle	40	12
AK021572	grey	circle	40	12
AK021858	grey	circle	40	12
AK021887	grey	circle	40	12
AK021977	grey	circle	40	12
AK022082	grey	circle	40	12
AK022141	grey	circle	40	12
AK022264	grey	circle	40	12
AK022320	grey	circle	40	12
AK022347	grey	circle	40	12
AK022351	grey	circle	40	12
AK022370	grey	circle	40	12
AK022635	grey	circle	40	12
AK022789	grey	circle	40	12
AK023526	grey	circle	40	12
AK023565	grey	circle	40	12
AK023601	grey	circle	40	12
AK023687	grey	circle	40	12
AK023748	grey	circle	40	12
AK023774	grey	circle	40	12
AK023883	grey	circle	40	12
AK023947	grey	circle	40	12
AK024099	grey	circle	40	12
AK024118	grey	circle	40	12
AK024121	grey	circle	40	12
AK024198	grey	circle	40	12
AK024321	grey	circle	40	12
AK024558	grey	circle	40	12
AK024566	grey	circle	40	12
AK024580	grey	circle	40	12
AK024800	grey	circle	40	12
AK024876	grey	circle	40	12
AK024979	grey	circle	40	12
AK025799	grey	circle	40	12
AK027027	grey	circle	40	12
AK054741	grey	circle	40	12
AK054759	grey	circle	40	12
AK054975	grey	circle	40	12
AK055026	grey	circle	40	12
AK055125	grey	circle	40	12
AK055302	grey	circle	40	12
AK055445	grey	circle	40	12
AK055647	grey	circle	40	12
AK055794	grey	circle	40	12
AK056609	grey	circle	40	12
AK057093	grey	circle	40	12
AK057241	grey	circle	40	12
AK057822	grey	circle	40	12
AK057907	grey	circle	40	12
AK057923	grey	circle	40	12
AK057974	grey	circle	40	12
AK058002	grey	circle	40	12
AK074181	grey	circle	40	12
AK075186	grey	circle	40	12
AK090724	grey	circle	40	12
AK090762	grey	circle	40	12
AK090912	grey	circle	40	12
AK090949	grey	circle	40	12
AK091058	grey	circle	40	12
AK091571	grey	circle	40	12
AK091667	grey	circle	40	12
AK092114	grey	circle	40	12
AK092249	grey	circle	40	12
AK092472	grey	circle	40	12
AK093202	grey	circle	40	12
AK093353	grey	circle	40	12
AK093652	grey	circle	40	12
AK093967	grey	circle	40	12
AK094447	grey	circle	40	12
AK094521	grey	circle	40	12
AK094629	grey	circle	40	12
AK095013	grey	circle	40	12
AK095178	grey	circle	40	12
AK095544	grey	circle	40	12
AK095761	grey	circle	40	12
AK095768	grey	circle	40	12
AK096249	grey	circle	40	12
AK096481	grey	circle	40	12
AK096932	grey	circle	40	12
AK097312	grey	circle	40	12
AK097571	grey	circle	40	12
AK098087	grey	circle	40	12
AK3L1	grey	circle	40	12
AK3L2	grey	circle	40	12
AK5	grey	circle	40	12
AKAP11	grey	circle	40	12
AKAP5	grey	circle	40	12
AKR1C1	grey	circle	40	12
AKR1C2	grey	circle	40	12
AKR1C3	grey	circle	40	12
AKT3	grey	circle	40	12
AL049355	grey	circle	40	12
AL049357	grey	circle	40	12
AL049435	grey	circle	40	12
AL049450	grey	circle	40	12
AL049991	grey	circle	40	12
AL050053	grey	circle	40	12
AL050061	grey	circle	40	12
AL050145	grey	circle	40	12
AL050168	grey	circle	40	12
AL079277	grey	circle	40	12
AL080095	grey	circle	40	12
AL109716	grey	circle	40	12
AL109781	grey	circle	40	12
AL110176	grey	circle	40	12
AL110203	grey	circle	40	12
AL117426	grey	circle	40	12
AL117636	grey	circle	40	12
AL122040	grey	circle	40	12
AL133090	grey	circle	40	12
AL133109	grey	circle	40	12
AL133568	grey	circle	40	12
AL133627	grey	circle	40	12
AL137331	grey	circle	40	12
AL137425	grey	circle	40	12
AL137513	grey	circle	40	12
AL157466	grey	circle	40	12
AL161982	grey	circle	40	12
AL357198	grey	circle	40	12
AL359337	grey	circle	40	12
AL359560	grey	circle	40	12
AL359582	grey	circle	40	12
AL360255	grey	circle	40	12
AL389956	grey	circle	40	12
AL512727	grey	circle	40	12
AL831861	grey	circle	40	12
AL832086	red	circle	120	36
AL832136	grey	circle	40	12
AL832567	grey	circle	40	12
AL832775	grey	circle	40	12
AL832820	grey	circle	40	12
AL832835	grey	circle	40	12
AL833045	grey	circle	40	12
AL833050	grey	circle	40	12
AL833352	grey	circle	40	12
ALAS1	grey	circle	40	12
ALDH1A3	grey	circle	40	12
ALDOC	grey	circle	40	12
ALG11	grey	circle	40	12
ALOX5AP	grey	circle	40	12
AMICA1	grey	circle	40	12
AMPH	grey	circle	40	12
AMY2B	grey	circle	40	12
ANG	grey	circle	40	12
ANGPT2	grey	circle	40	12
ANGPTL4	grey	circle	40	12
ANK2	grey	circle	40	12
ANK3	grey	circle	40	12
ANKRD13D	grey	circle	40	12
ANKRD18B	grey	circle	40	12
ANKRD24	grey	circle	40	12
ANKRD39	grey	circle	40	12
ANKRD56	grey	circle	40	12
ANKS1B	grey	circle	40	12
ANTXR1	grey	circle	40	12
ANXA1	grey	circle	40	12
ANXA2	grey	circle	40	12
AP1S1	grey	circle	40	12
AP1S2	grey	circle	40	12
APOLD1	grey	circle	40	12
AQP1	grey	circle	40	12
AQP4	grey	circle	40	12
AQP6	grey	circle	40	12
ARHGAP18	grey	circle	40	12
ARHGAP20	grey	circle	40	12
ARHGAP29	grey	circle	40	12
ARID5A	grey	circle	40	12
ARL4C	grey	circle	40	12
ARMC9	grey	circle	40	12
ARMCX5	grey	circle	40	12
ARMET	grey	circle	40	12
ARRDC3	grey	circle	40	12
ARRDC4	grey	circle	40	12
ARSJ	grey	circle	40	12
ASPH	grey	circle	40	12
ASTN1	grey	circle	40	12
ATBF1	grey	circle	40	12
ATF3	grey	circle	40	12
ATF4	grey	circle	40	12
ATF7IP2	grey	circle	40	12
ATOH8	grey	circle	40	12
ATP11C	grey	circle	40	12
ATP13A4	grey	circle	40	12
