nodename	color	shape	size	font_size
7-Mar	grey	circle	40	12
ABCA9	grey	circle	40	12
ABHD5	grey	circle	40	12
ABL2	grey	circle	40	12
ACAP2	grey	circle	40	12
ACSS1	grey	circle	40	12
ADTRP	grey	circle	40	12
AFF4	grey	circle	40	12
AGAP9	grey	circle	40	12
AKAP13	grey	circle	40	12
AP5M1	grey	circle	40	12
ARF3	grey	circle	40	12
ARF4	grey	circle	40	12
ARHGAP27	grey	circle	40	12
ARID1A	grey	circle	40	12
ARL1	grey	circle	40	12
ARL5B	grey	circle	40	12
ARRDC3	blue	circle	80	24
ARSB	grey	circle	40	12
ARV1	grey	circle	40	12
ASCL2	grey	circle	40	12
ATG3	grey	circle	40	12
ATP2C1	grey	circle	40	12
AZI2	grey	circle	40	12
B3GNT2	grey	circle	40	12
BBX	grey	circle	40	12
BCAS1	grey	circle	40	12
BCL11A	grey	circle	40	12
BCL11B	grey	circle	40	12
BDKRB2	grey	circle	40	12
BMP1	grey	circle	40	12
BRWD3	grey	circle	40	12
C12orf35	grey	circle	40	12
C14orf1	grey	circle	40	12
C14orf118	grey	circle	40	12
C1orf198	grey	circle	40	12
C4orf34	grey	circle	40	12
C5orf44	grey	circle	40	12
CAMK1	grey	circle	40	12
CAMKK2	grey	circle	40	12
CAPN2	grey	circle	40	12
CATSPER2	grey	circle	40	12
CBL	red	square	120	36
CBX3	grey	circle	40	12
CCDC90B	grey	circle	40	12
CD3EAP	grey	circle	40	12
CD3G	grey	circle	40	12
CEBPG	grey	circle	40	12
CEP350	grey	circle	40	12
CEPT1	grey	circle	40	12
CERCAM	grey	circle	40	12
CHD1L	grey	circle	40	12
CHD2	grey	circle	40	12
CLASP2	grey	circle	40	12
CLCN3	grey	circle	40	12
CLIP1	grey	circle	40	12
CLNS1A	grey	circle	40	12
CMTM6	grey	circle	40	12
CNEP1R1	grey	circle	40	12
CNIH4	grey	circle	40	12
CPNE3	grey	circle	40	12
CPT1A	grey	circle	40	12
CSDA	grey	circle	40	12
CTBS	grey	circle	40	12
CTNNA1	grey	circle	40	12
CYP2U1	grey	circle	40	12
DCAF16	grey	circle	40	12
DCAF7	grey	circle	40	12
DCUN1D1	grey	circle	40	12
DENND5B	grey	circle	40	12
DFNB31	grey	circle	40	12
DHX36	grey	circle	40	12
DIAPH1	grey	circle	40	12
DIP2C	grey	circle	40	12
DISP1	grey	circle	40	12
DNAJB4	grey	circle	40	12
DNAJC27	grey	circle	40	12
DPY30	grey	circle	40	12
EBP	grey	circle	40	12
EDN1	grey	circle	40	12
EEF2K	grey	circle	40	12
EFHD1	grey	circle	40	12
EIF4G3	grey	circle	40	12
EIF5	grey	circle	40	12
EML6	grey	circle	40	12
EPG5	grey	circle	40	12
ERO1L	grey	circle	40	12
ESCO1	grey	circle	40	12
F10	grey	circle	40	12
FAM107B	grey	circle	40	12
FAM111B	grey	circle	40	12
FAM114A1	grey	circle	40	12
FAM115A	grey	circle	40	12
FAM120A	grey	circle	40	12
FAM135A	grey	circle	40	12
FAM166A	grey	circle	40	12
FAM212B	grey	circle	40	12
FAM73B	grey	circle	40	12
FAS	grey	circle	40	12
FBN2	grey	circle	40	12
FBXO38	grey	circle	40	12
FLJ36848	grey	circle	40	12
FLJ38717	grey	circle	40	12
FLJ45340	grey	circle	40	12
FOSL2	grey	circle	40	12
FUBP3	grey	circle	40	12
GABPA	grey	circle	40	12
GABRE	grey	circle	40	12
GADD45G	grey	circle	40	12
GATAD1	grey	circle	40	12
GATS	grey	circle	40	12
GDPD5	grey	circle	40	12
GIGYF1	grey	circle	40	12
GNAQ	grey	circle	40	12
GNAS	grey	circle	40	12
GOLGA2	grey	circle	40	12
GOLGA8A	grey	circle	40	12
GOLIM4	grey	circle	40	12
GSTA4	grey	circle	40	12
GSTM2	grey	circle	40	12
GTF3C3	grey	circle	40	12
H2AFY	grey	circle	40	12
H6PD	grey	circle	40	12
HAS2	grey	circle	40	12
HIPK2	grey	circle	40	12
HOXA10	grey	circle	40	12
HOXB-AS3	grey	circle	40	12
HOXB5	grey	circle	40	12
HOXB6	grey	circle	40	12
HOXB8	grey	circle	40	12
HTR2B	grey	circle	40	12
HYMAI	grey	circle	40	12
ICA1	grey	circle	40	12
IGF1R	grey	circle	40	12
IGF2R	grey	circle	40	12
IPO5	grey	circle	40	12
IQGAP1	grey	circle	40	12
ITGA1	grey	circle	40	12
JMJD1C	grey	circle	40	12
KAT6A	grey	circle	40	12
KIAA0664L3	grey	circle	40	12
KIAA1109	grey	circle	40	12
KIAA1147	grey	circle	40	12
KLC1	grey	circle	40	12
KLF3	grey	circle	40	12
KLHL24	grey	circle	40	12
KLHL8	grey	circle	40	12
KLHL9	grey	circle	40	12
KRAS	lightgreen	circle	40	12
LACC1	grey	circle	40	12
