nodename	color	shape	size	font_size
ABHD10	grey	circle	40	12
ACAD8	grey	circle	40	12
ADAM19	grey	circle	40	12
AKT1S1	grey	circle	40	12
ANGPT1	grey	circle	40	12
ANKRD13A	grey	circle	40	12
APOBEC3A	grey	circle	40	12
ARHGAP26	grey	circle	40	12
ARHGEF12	grey	circle	40	12
ARHGEF40	grey	circle	40	12
ARL11	grey	circle	40	12
ARMC12	grey	circle	40	12
ARMCX1	grey	circle	40	12
ASAP1-IT1	grey	circle	40	12
B3GNTL1	grey	circle	40	12
B4GALT1	grey	circle	40	12
BCL2L11	grey	circle	40	12
BEAN1	grey	circle	40	12
BEND7	grey	circle	40	12
BICD2	grey	circle	40	12
BRAF	lightgreen	circle	40	12
BRWD3	grey	circle	40	12
C12orf35	grey	circle	40	12
C5orf24	grey	circle	40	12
C8orf60	grey	circle	40	12
CAHM	grey	circle	40	12
CAPZA2	grey	circle	40	12
CASS4	grey	circle	40	12
CBL	lightgreen	circle	40	12
CCDC117	grey	circle	40	12
CCDC147	grey	circle	40	12
CCRN4L	grey	circle	40	12
CDH2	grey	circle	40	12
CEBPG	grey	circle	40	12
CEP63	grey	circle	40	12
CEP85L	grey	circle	40	12
CHKA	grey	circle	40	12
CHST15	grey	circle	40	12
CHUK	grey	circle	40	12
CLDN9	grey	circle	40	12
CPPED1	grey	circle	40	12
CYB5B	grey	circle	40	12
CYBRD1	grey	circle	40	12
DCAF17	grey	circle	40	12
DCBLD2	grey	circle	40	12
DCK	grey	circle	40	12
DCUN1D5	grey	circle	40	12
DENND4C	grey	circle	40	12
DNAJB1	grey	circle	40	12
EHBP1L1	grey	circle	40	12
EIF4B	red	circle	120	36
F11R	grey	circle	40	12
FAM114A2	grey	circle	40	12
FAM166A	grey	circle	40	12
FAM209A	grey	circle	40	12
FAM223A	grey	circle	40	12
FAM46C	grey	circle	40	12
FAM76B	grey	circle	40	12
FAM96A	grey	circle	40	12
FBXO22	grey	circle	40	12
FBXO30	grey	circle	40	12
FCHSD2	grey	circle	40	12
FGD4	grey	circle	40	12
FLJ39639	grey	circle	40	12
FOS	grey	circle	40	12
FOXO3	grey	circle	40	12
FPR2	grey	circle	40	12
FZR1	grey	circle	40	12
GAB2	grey	circle	40	12
GABARAPL2	grey	circle	40	12
GALNT4	grey	circle	40	12
GDPD3	grey	circle	40	12
GNA13	grey	circle	40	12
GNAL	grey	circle	40	12
GNAQ	grey	circle	40	12
GPR143	grey	circle	40	12
GRAMD1A	grey	circle	40	12
HAL	grey	circle	40	12
HEY1	grey	circle	40	12
HNRPDL	grey	circle	40	12
HSPA13	grey	circle	40	12
IGF2R	grey	circle	40	12
IMPAD1	grey	circle	40	12
INPP5D	grey	circle	40	12
JMJD1C	grey	circle	40	12
KDM6B	grey	circle	40	12
KIAA0317	grey	circle	40	12
KIAA0319L	grey	circle	40	12
KRAS	lightgreen	circle	40	12
LIN7C	grey	circle	40	12
LINC00173	grey	circle	40	12
LMAN1	grey	circle	40	12
LOC100130175	grey	circle	40	12
LOC100130357	grey	circle	40	12
LOC100286925	grey	circle	40	12
LOC100506606	grey	circle	40	12
LOC100506732	grey	circle	40	12
LOC100506860	grey	circle	40	12
LOC100507006	grey	circle	40	12
LOC100507117	grey	circle	40	12
LOC100507494	grey	circle	40	12
LOC100527964	grey	circle	40	12
LOC100652952	grey	circle	40	12
LOC145474	grey	circle	40	12
LOC282997	grey	circle	40	12
LOC401320	grey	circle	40	12
LOC439911	grey	circle	40	12
LOC646014	grey	circle	40	12
LYSMD3	grey	circle	40	12
M6PR	grey	circle	40	12
MAP1LC3B	grey	circle	40	12
MAP2K2	lightgreen	circle	40	12
MAP3K5	grey	circle	40	12
MAP7	grey	circle	40	12
MED13L	grey	circle	40	12
MED20	grey	circle	40	12
MEGF9	grey	circle	40	12
METTL20	grey	circle	40	12
MGEA5	grey	circle	40	12
MIR101-1	grey	circle	40	12
MOB4	grey	circle	40	12
MTFMT	grey	circle	40	12
