Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
neurotrophin signaling pathway (GO:0038179)	18/278	0.00000000195072	0.00000265022573	-2.43246465575816	31.23495206514727	PRKCI;ARHGEF12;MAP2K2;CHUK;PTPN11;BRAF;FOXO3;RTN4;FGD4;RIT1;NRAS;BCL2L11;AKT1S1;RAPGEF2;KRAS;RAF1;SOS1;SOS2
small GTPase mediated signal transduction (GO:0007264)	22/439	0.00000000264626	0.00000265022573	-2.3466501250718	30.13301919794763	ARL11;ARHGEF12;MAP2K2;CHUK;BRAF;ARHGAP26;RAB11B;GNA13;FGD4;RIT1;NRAS;RAB14;NF1;RAPGEF2;KRAS;RGL3;SHOC2;RAF1;SOS1;SOS2;REM2;RAB8B
neurotrophin TRK receptor signaling pathway (GO:0048011)	17/274	0.00000001030584	0.00000688086637	-2.42767788179438	28.85723887632508	PRKCI;ARHGEF12;MAP2K2;CHUK;PTPN11;BRAF;FOXO3;RTN4;FGD4;RIT1;NRAS;BCL2L11;AKT1S1;KRAS;RAF1;SOS1;SOS2
fibroblast growth factor receptor signaling pathway (GO:0008543)	13/163	0.00000003984516	0.00001995246626	-2.34026676115153	25.32673618325679	MAP2K2;CHUK;PTPN11;BRAF;CBL;FOXO3;NRAS;RAB14;AKT1S1;KRAS;SHOC2;RAF1;SOS1
cellular response to fibroblast growth factor stimulus (GO:0044344)	13/183	0.00000014151426	0.00005669061178	-2.36693650594713	23.14367304874834	MAP2K2;CHUK;PTPN11;BRAF;CBL;FOXO3;NRAS;RAB14;AKT1S1;KRAS;SHOC2;RAF1;SOS1
response to fibroblast growth factor (GO:0071774)	13/187	0.00000017902242	0.00005976365004	-2.36832648570168	23.03224255391239	MAP2K2;CHUK;PTPN11;BRAF;CBL;FOXO3;NRAS;RAB14;AKT1S1;KRAS;SHOC2;RAF1;SOS1
regulation of neuron death (GO:1901214)	13/225	0.00000130400003	0.00032648900749	-2.46664737970157	19.80006039923015	PRKCI;ANGPT1;BRAF;FOXO3;SORL1;NRAS;PINK1;BCL2L11;AKT1S1;NF1;KRAS;MAP3K5;UBE2M
Ras protein signal transduction (GO:0007265)	11/148	0.00000088497654	0.00025322971522	-2.14619004516627	17.77305800966559	GNA13;RIT1;NRAS;MAP2K2;CHUK;NF1;RAPGEF2;KRAS;SHOC2;RAF1;SOS1
regulation of neuron apoptotic process (GO:0043523)	11/188	0.0000078543327	0.00174802537755	-2.4197703717313	15.36377175927881	PRKCI;NRAS;PINK1;BCL2L11;ANGPT1;AKT1S1;NF1;BRAF;KRAS;FOXO3;UBE2M
Fc-epsilon receptor signaling pathway (GO:0038095)	11/295	0.00037945017507	0.03040154802674	-3.84359970190016	13.42669982070585	NRAS;MAP2K2;CHUK;AKT1S1;PTPN11;KRAS;GAB2;FOS;RAF1;FOXO3;SOS1
positive regulation of small GTPase mediated signal transduction (GO:0051057)	5/35	0.00005778631477	0.00926372209102	-2.36343326093165	11.06476580732617	NRAS;KRAS;SHOC2;SOS1;SOS2
ERBB signaling pathway (GO:0038127)	10/196	0.00006221323804	0.00926372209102	-2.3434271033047	10.97110399232766	NRAS;MAP2K2;CHUK;AKT1S1;PTPN11;KRAS;RAF1;CBL;FOXO3;SOS1
epidermal growth factor receptor signaling pathway (GO:0007173)	10/193	0.00005499414218	0.00926372209102	-2.33997790003988	10.95495603207933	NRAS;MAP2K2;CHUK;AKT1S1;PTPN11;KRAS;RAF1;CBL;FOXO3;SOS1
striated muscle cell differentiation (GO:0051146)	6/53	0.00003410165466	0.00683056142847	-2.19577549440642	10.94890164177233	KDM6B;SPAG9;NRAS;CDH2;CHUK;KRAS
signal transduction by phosphorylation (GO:0023014)	10/202	0.00007909654084	0.01056202475413	-2.24909669549142	10.23449265387034	NRAS;MAP2K2;CASS4;NF1;RAPGEF2;BRAF;KRAS;FOS;RAF1;MAP3K5
regulation of small GTPase mediated signal transduction (GO:0051056)	11/256	0.00011673065937	0.01375361827765	-2.30159865684787	9.8656952546372	FGD4;NRAS;ARHGEF12;NF1;KRAS;RGL3;SHOC2;RAF1;SOS1;ARHGAP26;SOS2
activation of MAPKK activity (GO:0000186)	6/60	0.00006474893124	0.00926372209102	-2.09176617132707	9.79291575184896	NRAS;MAP2K2;BRAF;KRAS;RAF1;MAP3K5
Fc receptor signaling pathway (GO:0038093)	11/352	0.00153934583128	0.06909667470438	-3.64640699212989	9.74410624343274	NRAS;MAP2K2;CHUK;AKT1S1;PTPN11;KRAS;GAB2;FOS;RAF1;FOXO3;SOS1
MAPK cascade (GO:0000165)	9/170	0.00011175886605	0.01375361827765	-2.21754485388685	9.50540255002535	NRAS;MAP2K2;NF1;RAPGEF2;BRAF;KRAS;FOS;RAF1;MAP3K5
coagulation (GO:0050817)	15/472	0.00018292459767	0.01928410363874	-2.33873835829867	9.23444799372156	ANGPT1;PLAUR;JMJD1C;PTPN11;F11R;GNA13;LMAN1;NRAS;INPP5D;GNAQ;CAPZA2;KRAS;TLN1;RAF1;SOS1
blood coagulation (GO:0007596)	15/472	0.00018292459767	0.01928410363874	-2.33630760234046	9.22485021661157	ANGPT1;PLAUR;JMJD1C;PTPN11;F11R;GNA13;LMAN1;NRAS;INPP5D;GNAQ;CAPZA2;KRAS;TLN1;RAF1;SOS1
hemostasis (GO:0007599)	15/478	0.00020884523699	0.02091585048418	-2.33265174116194	9.0209428065421	ANGPT1;PLAUR;JMJD1C;PTPN11;F11R;GNA13;LMAN1;NRAS;INPP5D;GNAQ;CAPZA2;KRAS;TLN1;RAF1;SOS1
cellular response to insulin stimulus (GO:0032869)	9/195	0.00029805917285	0.02842916777239	-2.31929757277604	8.25748705426597	PRKCI;NRAS;MAP2K2;DENND4C;PTPN11;KRAS;RAF1;SOS1;EIF4B
