source	target
AGPAT2	THRSP
AGPAT2	PPIF
AK001910	NM_173800
AK3L1	AK3L1
AKR1C2	AKR1C1
AKR1C2	IMPAD1
AL137257	AK001910
AL137257	ZDHHC2
AL137257	COL4A3BP
AL137257	AK024918
AL137257	TMEM170B
AL137257	ASAH1
AL137257	RNF141
ALKBH8	DERA
ALKBH8	PTER
ALKBH8	HSS00236158
ALKBH8	HSS00100453
AP2B1	EPC1
AP2B1	RIT1
AP2B1	AL365371
AP2B1	IFFO2
ARRDC3	RYBP
ASPH	PLA2G4A
ASPH	AKR1C1
ASPH	NM_173800
ATP13A3	BC039332
ATP13A3	AL137257
ATP6V1B2	Contig46183_RC
ATP6V1B2	PLEKHB2
ATP6V1B2	HSS00100507
BANK1	ZDHHC2
BC039332	GCLM
C1orf71	SPTY2D1
C1orf71	HSS00378652
CAV2	ASPH
CLCN5	C9
Contig12357_RC	Contig7245_RC
Contig12357_RC	HSS00183432
Contig25809_RC	ZNF148
Contig25809_RC	SCAMP1
Contig31208_RC	Contig12357_RC
Contig35522_RC	Contig21319_RC
Contig36931_RC	ANO5
Contig40149_RC	CLCN5
Contig40549_RC	HSS00128722
Contig46411_RC	REV3L
Contig46789_RC	RNF150
CSDE1	ARHGEF6
CSNK1A1	C5orf42
CSNK1A1	TMOD3
DDR2	DDR2
DENND4C	FMNL2
EHBP1	Contig28455_RC
EHBP1	DSEL
EHBP1	ARHGAP20
EHBP1	DOCK7
EHBP1	LRRN3
EHBP1	Contig33003_RC
EHBP1	LPGAT1
EHBP1	COBLL1
ELTD1	KPNA3
ENST00000266926	PPIF
ENST00000266926	NAT12
EPC1	PURB
EPDR1	WIPI1
EXOC1	Contig41106_RC
FAM184A	MYEF2
FNDC3B	BC039332
GABPA	RECQL
GCLM	Contig51797_RC
GCLM	AK090686
GCLM	Contig56096
GCLM	Contig1970_RC
GCLM	WIPI1
GCLM	hCT1832239.2
GCLM	GCLM
GCLM	C14orf149
GLI3	GLI3
hCT1970544.1	ENST00000254279
hCT1970544.1	HSS00046238
hCT2279388	hCT2302734
hCT2279388	DLD
hCT2279388	HOPX
hCT2279388	DDR2
hCT2279388	C11orf63
hCT2279388	HIPK2
