Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
regulation of actin cytoskeleton	33/201	0.00000142068365	0.00019747502668	-2.06952395545149	17.65282913599813	ITGB1;NCKAP1;ROCK1;ITGB4;WAS;WASL;IQGAP1;PIK3CB;PIK3R1;CFL2;GNA12;BDKRB2;PIP5K1A;MAPK1;PAK2;HRAS;MAP2K1;ARHGEF12;PPP1R12A;LIMK2;ITGA2;F2R;RRAS2;BRAF;BAIAP2;RHOA;PTK2;SSH1;DIAPH2;KRAS;FGFR4;SOS1;SOS2
chronic myeloid leukemia	18/75	0.00000527052737	0.00036630165228	-2.01591021694886	15.94998924065644	RB1;MAP2K1;SMAD4;BAD;PTPN11;BRAF;CBLB;PIK3CB;PIK3R1;CBL;TGFBR2;MYC;MAPK1;KRAS;SOS1;SOS2;TP53;HRAS
endometrial cancer	14/52	0.00002049155923	0.00071208168318	-1.8218480119897	13.20351176224461	GSK3B;MAP2K1;BAD;BRAF;PIK3CB;PIK3R1;MYC;CTNNA1;MAPK1;KRAS;SOS1;SOS2;TP53;HRAS
adherens junction	17/75	0.0000185331643	0.00071208168318	-1.723217892426	12.48870792833499	SMAD4;YES1;CTNND1;WAS;WASL;IQGAP1;BAIAP2;MLLT4;RHOA;TGFBR2;PARD3;CTNNA1;EP300;MAPK1;SNAI2;PVRL2;MAP3K7
erbb signaling pathway	17/85	0.00007398128629	0.00205667975881	-1.78791156075566	11.06120516316806	GSK3B;CAMK2D;MAP2K1;BAD;BRAF;CBLB;PIK3CB;PIK3R1;CBL;PTK2;MYC;MAPK1;KRAS;SOS1;SOS2;PAK2;HRAS
colorectal cancer	16/84	0.00019862392476	0.00425154525231	-1.70383189052485	9.30372764857383	GSK3B;MAP2K1;SMAD4;BAD;FZD6;BRAF;PIK3CB;PIK3R1;TGFBR2;MYC;MAPK1;KRAS;SOS1;SOS2;TP53;APPL1
prostate cancer	16/86	0.0002516388302	0.00437222467475	-1.61164125055943	8.75521421232926	RB1;GSK3B;MAP2K1;BAD;BRAF;PIK3CB;IGF1;PIK3R1;CREB1;EP300;MAPK1;KRAS;SOS1;SOS2;TP53;HRAS
non small cell lung cancer	12/53	0.00032708232077	0.00493611709747	-1.46893672976448	7.8017819005358	RB1;MAP2K1;BAD;MAPK1;BRAF;KRAS;PIK3CB;PIK3R1;SOS1;SOS2;TP53;HRAS
glioma	13/62	0.00035511633795	0.00493611709747	-1.41056938072022	7.49178262137776	RB1;CAMK2D;MAP2K1;BRAF;PIK3CB;IGF1;PIK3R1;MAPK1;KRAS;SOS1;SOS2;TP53;HRAS
mapk signaling pathway	30/248	0.0007187929889	0.00776897186862	-1.47319138460266	7.15620016819395	ARRB1;ECSIT;ELK4;PPP3R1;MYC;GNA12;MAPK1;FLNB;MAP3K7;PAK2;HRAS;MAP2K5;MAP4K3;MAP2K1;IL1R2;NFATC2;RRAS2;BRAF;DUSP6;TGFBR2;PPM1A;CACNB3;TAOK1;RASA1;NF1;KRAS;FGFR4;SOS1;SOS2;TP53
