Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
negative regulation of phosphorus metabolic process (GO:0010563)	54/458	0.00000727977793	0.01229887477511	-2.46702718904608	10.85059617278997	RB1;ERRFI1;GSK3B;CSRNP2;GPATCH2;ARRB1;IRS2;SPRED1;MYC;CHORDC1;DAG1;BDKRB2;TMED2;HRAS;MEN1;EDN1;H2AFY;PDE4D;DUSP6;LATS2;PRKAR1B;PRKAR1A;PARD3;TIPRL;CD2BP2;AIDA;ZMYND11;SFI1;PAFAH1B1;PSMD10;PPP1R37;MVP;ZCCHC9;GNAI3;IQGAP1;LRP6;BAG4;ATXN7;MICAL1;BAG1;INPP5J;DMD;PAK2;RANBP2;UBE2B;NR2F2;IGF1;SORL1;FKBP1A;ITCH;GNAQ;NF1;PIN1;NF2
negative regulation of phosphate metabolic process (GO:0045936)	54/458	0.00000727977793	0.01229887477511	-2.46443264529935	10.83918472723581	RB1;ERRFI1;GSK3B;CSRNP2;GPATCH2;ARRB1;IRS2;SPRED1;MYC;CHORDC1;DAG1;BDKRB2;TMED2;HRAS;MEN1;EDN1;H2AFY;PDE4D;DUSP6;LATS2;PRKAR1B;PRKAR1A;PARD3;TIPRL;CD2BP2;AIDA;ZMYND11;SFI1;PAFAH1B1;PSMD10;PPP1R37;MVP;ZCCHC9;GNAI3;IQGAP1;LRP6;BAG4;ATXN7;MICAL1;BAG1;INPP5J;DMD;PAK2;RANBP2;UBE2B;NR2F2;IGF1;SORL1;FKBP1A;ITCH;GNAQ;NF1;PIN1;NF2
transforming growth factor beta receptor signaling pathway (GO:0007179)	24/134	0.00000909904422	0.01229887477511	-2.20678766665989	9.70599834340643	ITGB1;USP15;SMAD4;CITED2;TGFBRAP1;UBE2D3;CBL;MTMR4;SMAD5;RHOA;PTK2;TGFBR2;FKBP1A;PPM1A;TFDP1;TFDP2;PARD3;MYC;STUB1;SKIL;MAP3K7;TP53;BMPR1A;MEN1
negative regulation of phosphorylation (GO:0042326)	40/325	0.00004749000464	0.03541666224565	-2.47025993156041	8.25208334546849	PSMD10;RB1;ERRFI1;GSK3B;MVP;ARRB1;IRS2;LRP6;SPRED1;ATXN7;MICAL1;MYC;BAG1;CHORDC1;DAG1;INPP5J;BDKRB2;DMD;PAK2;MEN1;RANBP2;UBE2B;H2AFY;PDE4D;NR2F2;IGF1;SORL1;DUSP6;ITCH;LATS2;PRKAR1B;PRKAR1A;PARD3;GNAQ;NF1;PIN1;NF2;AIDA;ZMYND11;PAFAH1B1
chromatin modification (GO:0016568)	53/475	0.00003500364718	0.03541666224565	-2.39685868852404	8.00688114327979	RB1;SETD2;CHD9;SETD7;JMJD1C;ARID4A;DPY30;CHD4;CHD2;CABIN1;ELK4;MYC;TLK1;EP300;SOX9;MAP3K7;WHSC1L1;MEN1;NCOA2;SMARCC1;PBRM1;PRMT2;H2AFY;EED;PRMT3;SIRT6;CDYL;CHD1L;SFPQ;TBL1XR1;KAT6A;ZMYND11;ASF1A;NAA60;PRKAA1;BAZ2A;WDR61;PHB;RBBP4;ATXN7;HLTF;EP400;METTL8;MBD3;MGEA5;CBX6;UBE2B;CBX3;SMARCA2;ANP32E;HNRNPC;CENPQ;FOXA3
positive regulation of Ras GTPase activity (GO:0032320)	37/292	0.00005240443242	0.03541666224565	-2.36288740754391	7.89339760317991	USP6NL;DENND1B;ERRFI1;GSK3B;TRIO;RAP1GDS1;GDI2;HTR2B;IQGAP1;AKAP13;TBC1D13;PIP5K1A;TBC1D12;SBF2;SRGAP1;HRAS;TBC1D22B;S100A10;PLEKHG3;MAP2K1;PLEKHG1;ARHGEF12;ARHGAP29;TBC1D9;OCRL;ARHGAP27;ARHGAP26;TBC1D1;TBC1D4;TBC1D5;RASA1;GNAS;NF1;PIN1;SOS1;RIN2;SOS2
regulation of Ras GTPase activity (GO:0032318)	41/349	0.0000977812461	0.03986255657743	-2.37810733492224	7.66301766062997	USP6NL;DENND1B;ERRFI1;GSK3B;TRIO;RAP1GDS1;GDI2;HTR2B;IQGAP1;AKAP13;TBC1D13;PIP5K1A;TBC1D12;SBF2;SRGAP1;HRAS;TBC1D22B;S100A10;EPHB3;PLEKHG3;MAP2K1;PLEKHG1;ARHGEF12;ARHGAP29;TBC1D9;OCRL;ARHGAP27;ARHGAP26;PTK2;TBC1D1;ACAP2;TBC1D4;TBC1D5;RASA1;GNAS;NF1;PIN1;SOS1;RIN2;SOS2;PAFAH1B1
response to peptide hormone (GO:0043434)	42/364	0.00011575790172	0.04267257195062	-2.41761362146961	7.62563424532542	BTG2;PRKAA1;INSIG2;IRS2;PIK3CB;PIK3R1;LRP6;SOCS2;HSD11B2;EEF2K;TNFSF10;DAG1;ATP6V1H;THEM4;MAPK1;ATP6V0E2;HRAS;ATP6V1C1;EIF4B;APPL1;PRKAB2;SMARCC1;MAP2K1;PKLR;UBE2B;MTUS1;PTPN11;BRAF;BAIAP2;PTK2;PPM1A;CREB1;PRKAR1B;TBC1D4;PRKAR1A;GNB1;GNAS;KRAS;PIK3C3;FGFR4;PPARA;SOS1
cellular response to peptide (GO:1901653)	34/273	0.00014045798348	0.04381208638456	-2.42664512458081	7.59017116602789	PRKAA1;IRS2;PIK3CB;PIK3R1;SOCS2;EEF2K;ATP6V1H;THEM4;MAPK1;ATP6V0E2;HRAS;ATP6V1C1;EIF4B;APPL1;PRKAB2;SMARCC1;MAP2K1;PKLR;UBE2B;MTUS1;PTPN11;BAIAP2;KLF3;PTK2;PPM1A;PRKAR1B;TBC1D4;PRKAR1A;GNB1;GNAS;KRAS;PIK3C3;FGFR4;SOS1
cellular response to peptide hormone stimulus (GO:0071375)	33/261	0.00013588032359	0.04381208638456	-2.4235099022863	7.58036467491064	PRKAA1;IRS2;PIK3CB;PIK3R1;SOCS2;EEF2K;ATP6V1H;THEM4;MAPK1;ATP6V0E2;HRAS;ATP6V1C1;EIF4B;APPL1;PRKAB2;SMARCC1;MAP2K1;PKLR;UBE2B;MTUS1;PTPN11;BAIAP2;PTK2;PPM1A;PRKAR1B;TBC1D4;PRKAR1A;GNB1;GNAS;KRAS;PIK3C3;FGFR4;SOS1
insulin receptor signaling pathway (GO:0008286)	23/148	0.00009830470179	0.03986255657743	-2.29306816044502	7.38899441269038	PRKAB2;SMARCC1;MAP2K1;PRKAA1;PTPN11;IRS2;PIK3CB;PIK3R1;BAIAP2;PPM1A;EEF2K;ATP6V1H;THEM4;MAPK1;KRAS;PIK3C3;FGFR4;ATP6V0E2;SOS1;HRAS;ATP6V1C1;EIF4B;APPL1
response to transforming growth factor beta (GO:0071559)	25/166	0.00007821933008	0.03964742293588	-2.2709281757701	7.32994147545415	ITGB1;USP15;CITED2;TGFBRAP1;UBE2D3;CBL;MTMR4;MYC;SOX9;SKIL;MAP3K7;MEN1;SMAD4;SMAD5;RHOA;PTK2;TGFBR2;FKBP1A;PPM1A;TFDP1;TFDP2;PARD3;STUB1;TP53;BMPR1A
cellular response to transforming growth factor beta stimulus (GO:0071560)	25/166	0.00007821933008	0.03964742293588	-2.26843266196841	7.32188663236721	ITGB1;USP15;CITED2;TGFBRAP1;UBE2D3;CBL;MTMR4;MYC;SOX9;SKIL;MAP3K7;MEN1;SMAD4;SMAD5;RHOA;PTK2;TGFBR2;FKBP1A;PPM1A;TFDP1;TFDP2;PARD3;STUB1;TP53;BMPR1A
response to peptide (GO:1901652)	43/384	0.00017594916759	0.05096241961147	-2.41637457771328	7.19274195343507	BTG2;PRKAA1;INSIG2;IRS2;PIK3CB;PIK3R1;LRP6;SOCS2;HSD11B2;EEF2K;TNFSF10;DAG1;ATP6V1H;THEM4;MAPK1;ATP6V0E2;HRAS;ATP6V1C1;EIF4B;APPL1;PRKAB2;SMARCC1;MAP2K1;PKLR;UBE2B;MTUS1;PTPN11;BRAF;BAIAP2;KLF3;PTK2;PPM1A;CREB1;PRKAR1B;TBC1D4;PRKAR1A;GNB1;GNAS;KRAS;PIK3C3;FGFR4;PPARA;SOS1
regulation of intracellular transport (GO:0032386)	43/394	0.00029116701277	0.07095283034279	-2.5376177411414	6.71387672208859	PSMD10;GSK3B;CAMK2D;SETD2;HSP90AB1;IPO5;PPP3R1;SCP2;UBR5;MAPK1;DMD;SOX4;MED1;MGEA5;LYPLA1;MAP2K1;SMAD4;TMEM30A;PPP1R12A;SYK;BAD;PDE4D;F2R;YIPF5;PTPN11;IGF1;SORL1;YWHAZ;RHOA;UHMK1;FKBP1A;PPM1A;TFDP1;IL23A;GNAQ;BCL3;NF1;SNAI2;RBCK1;CAMK1;LCP1;TP53;BMPR1A
regulation of chromosome organization (GO:0033044)	24/172	0.00030151385579	0.07095283034279	-2.35191111954867	6.22254528802937	RB1;CAMK2D;UBE2B;H2AFY;EED;ARRB1;WDR61;SMC5;VEGFA;EID1;CENPF;NIPBL;ERCC1;MYC;DHX36;ASXL2;UBR5;ZNF207;TLK1;SNAI2;BUB3;TP53;MAD2L1;MEN1
cellular response to insulin stimulus (GO:0032869)	26/195	0.00032603739988	0.07095283034279	-2.32961294790144	6.16355012373005	PRKAA1;IRS2;PIK3CB;PIK3R1;EEF2K;ATP6V1H;THEM4;MAPK1;ATP6V0E2;HRAS;ATP6V1C1;EIF4B;APPL1;PRKAB2;SMARCC1;MAP2K1;PKLR;UBE2B;PTPN11;BAIAP2;PPM1A;TBC1D4;KRAS;PIK3C3;FGFR4;SOS1
